ShortName	FullName
CARELEN	Carex lenticularis
CARELEP	Carex lepidocarpa
CAREL-E	Carex lepidocarpa subsp. lepidocarpa
CARELEO	Carex leporina
CARELET	Carex leptalea
CAREL-P	Carex leptalea subsp. leptalea
CARELEE	Carex leptonervia
CARELIM	Carex limosa
CARELIV	Carex livida
CARELUC	Carex lucorum
CARELUP	Carex lupuliformis
CARELUU	Carex lupulina
CARELUR	Carex lurida
CAREMAC	Carex mackenziei
CAREMAL	Carex macloviana
CAREM;M	Carex macloviana var. macloviana
CAREMAG	Carex magellanica
CAREM-I	Carex magellanica subsp. irrigua
CAREMAR	Carex marina
CAREM-M	Carex marina subsp. marina
CAREMAI	Carex maritima
CAREMED	Carex media
CAREMEM	Carex membranacea
CAREMER	Carex merritt-fernaldii
CAREMIC	Carex microglochin
CAREMIH	Carex michauxiana
CAREMIL	Carex miliaris
CAREMOL	Carex molesta
CAREMUE	Carex muehlenbergii
CAREM;U	Carex muehlenbergii var. muehlenbergii
CAREMYO	Carex myosuroides
CARENAR	Carex nardina
CAREN;N	Carex nardina var. nardina
CARENIG	Carex nigra
CAREN-N	Carex nigra subsp. nigra
CARENOR	Carex normalis
CARENOV	Carex norvegica
CAREN-O	Carex norvegica subsp. norvegica
CARENOA	Carex novae-angliae
CAREOED	Carex oederi
CAREO;O	Carex oederi var. oederi
CAREOKL	Carex oklahomensis
CAREOLI	Carex oligocarpa
CAREOLG	Carex oligosperma
CAREORM	Carex ormostachya
CAREPAL	Carex paleacea
CAREPAE	Carex pallescens
CAREPAU	Carex pauciflora
CAREPEC	Carex peckii
CAREPED	Carex pedunculata
CAREPEL	Carex pellita
CAREPEN	Carex pensylvanica
CAREPET	Carex petricosa
CAREP;M	Carex petricosa var. misandroides
CAREPLA	Carex plantaginea
CAREPLT	Carex platyphylla
CAREPRA	Carex praegracilis
CAREPRI	Carex prairea
CAREPRS	Carex prasina
CAREPRT	Carex praticola
CAREPRO	Carex projecta
CAREPSE	Carex pseudocyperus
CAREP;P	Carex pseudocyperus var. pseudocyperus
CARERAD	Carex radiata
CARERAR	Carex rariflora
CARER;R	Carex rariflora var. rariflora
CAREREC	Carex recta
CARERET	Carex retrorsa
CARERHO	Carex rhomalea
CARERIC	Carex richardsonii
CAREROS	Carex rosea
CAREROT	Carex rostrata
CARER;A	Carex rostrata var. ambigens
CARER;O	Carex rostrata var. rostrata
CAREROU	Carex rotundata
CARERUF	Carex rufina
CARERUP	Carex rupestris
CARER-R	Carex rupestris subsp. rupestris
CARESAL	Carex salina
CARES;P	Carex salina var. pseudofilipendula
CARES;S	Carex salina var. salina
CARESAR	Carex sartwellii
CARES;A	Carex sartwellii var. sartwellii
CARESCA	Carex scabrata
CARESCI	Carex scirpoidea
CARES;C	Carex scirpoidea var. scirpoidea
CARESCO	Carex scoparia
CARESIC	Carex siccata
CARES;I	Carex siccata var. siccata
CARESIL	Carex silicea
CARESIM	Carex simpliciuscula
CARES-S	Carex simpliciuscula subsp. simpliciuscula
CARESPA	Carex sparganioides
CARE-SP	Carex SPECIES
CARESPR	Carex sprengelii
CARESTE	Carex sterilis
CARESTI	Carex stipata
CARES;T	Carex stipata var. stipata
CARESTR	Carex stricta
CARESTY	Carex stylosa
CARESUB	Carex subspathacea
CARESWA	Carex swanii
CARESYC	Carex sychnocephala
CARETEN	Carex tenera
CARETEU	Carex tenuiflora
CARETIN	Carex tincta
CARETON	Carex tonsa
CARET;R	Carex tonsa var. rugosperma
CARET;T	Carex tonsa var. tonsa
CARETOR	Carex torta
CARETRI	Carex tribuloides
CARET;I	Carex tribuloides var. tribuloides
CARETRC	Carex trichocarpa
CARETRS	Carex trisperma
CARETUC	Carex tuckermanii
CARETYP	Carex typhina
CAREUMB	Carex umbellata
CAREURS	Carex ursina
CAREUTR	Carex utriculata
CAREVAC	Carex vacillans
CAREVAG	Carex vaginata
CAREV;V	Carex vaginata var. vaginata
CAREVES	Carex vesicaria
CAREVIR	Carex virescens
CAREVUL	Carex vulpinoidea
CAREWIE	Carex wiegandii
CAREWIL	Carex williamsii
CARPCAR	Carpinus caroliniana
CARPC-V	Carpinus caroliniana subsp. virginiana
CARP-SP	Carpinus SPECIES
CARMCAR	Carum carvi
CARM-SP	Carum SPECIES
CARYCOR	Carya cordiformis
CARYOVA	Carya ovata
CARYO;O	Carya ovata var. ovata
CARY-SP	Carya SPECIES
CASSHYP	Cassiope hypnoides
CASS-SP	Cassiope SPECIES
CASTELE	Castilleja elegans
CASTRAU	Castilleja raupii
CASTSEP	Castilleja septentrionalis
CAST-SP	Castilleja SPECIES
CATAAQU	Catabrosa aquatica
CATA-SP	Catabrosa SPECIES
CAULGIG	Caulophyllum giganteum
CAUL-SP	Caulophyllum SPECIES
CAULTHA	Caulophyllum thalictroides
CEANAME	Ceanothus americanus
CEANHER	Ceanothus herbaceus
CEAN-SP	Ceanothus SPECIES
CELAORB	Celastrus orbiculatus
CELASCA	Celastrus scandens
CELA-SP	Celastrus SPECIES
CELTOCC	Celtis occidentalis
CELT-SP	Celtis SPECIES
CENCLON	Cenchrus longispinus
CENC-SP	Cenchrus SPECIES
CENTCYA	Centaurea cyanus
CENTDIF	Centaurea diffusa
CENTJAC	Centaurea jacea
CENTJ-J	Centaurea jacea subsp. jacea
CENTMAC	Centaurea macrocephala
CENTMON	Centaurea montana
CENTNIG	Centaurea nigra
CENTN-N	Centaurea nigra subsp. nigra
CENTNIR	Centaurea nigrescens
CENTN-I	Centaurea nigrescens subsp. nigrescens
CENTSCA	Centaurea scabiosa
CENTS-S	Centaurea scabiosa subsp. scabiosa
CENT-SP	Centaurea SPECIES
CENTSTO	Centaurea stoebe
CENTS-A	Centaurea stoebe subsp. australis
CENAERY	Centaurium erythraea
CENAE-E	Centaurium erythraea subsp. erythraea
CENAPUL	Centaurium pulchellum
CENAP-P	Centaurium pulchellum subsp. pulchellum
CENA-SP	Centaurium SPECIES
CEPHOCC	Cephalanthus occidentalis
CEPH-SP	Cephalanthus SPECIES
CEPAGIG	Cephalaria gigantea
CEPA-SP	Cephalaria SPECIES
CERAALP	Cerastium alpinum
CERAA;A	Cerastium alpinum var. alpinum
CERAA;L	Cerastium alpinum var. lanatum
CERAARC	Cerastium arcticum
CERAARV	Cerastium arvense
CERAA-A	Cerastium arvense subsp. arvense
CERABEE	Cerastium beeringianum
CERAB-B	Cerastium beeringianum subsp. beeringianum
CERAELO	Cerastium elongatum
CERAGLO	Cerastium glomeratum
CERAG-G	Cerastium glomeratum subsp. glomeratum
CERAHOL	Cerastium holosteoides
CERANUT	Cerastium nutans
CERAN;N	Cerastium nutans var. nutans
CERAREG	Cerastium regelii
CERA-SP	Cerastium SPECIES
CERATOM	Cerastium tomentosum
CERAT;T	Cerastium tomentosum var. tomentosum
CERTDEM	Ceratophyllum demersum
CERTD;D	Ceratophyllum demersum var. demersum
CERTECH	Ceratophyllum echinatum
CERT-SP	Ceratophyllum SPECIES
CERIMAJ	Cerinthe major
CERIM-M	Cerinthe major subsp. major
CERI-SP	Cerinthe SPECIES
CICUBUL	Cicuta bulbifera
CICUMAC	Cicuta maculata
CICUM;A	Cicuta maculata var. angustifolia
CICUM;M	Cicuta maculata var. maculata
CICUM;V	Cicuta maculata var. victorinii
CICU-SP	Cicuta SPECIES
CICUVIR	Cicuta virosa
CICHINT	Cichorium intybus
CICHI-I	Cichorium intybus subsp. intybus
CICH-SP	Cichorium SPECIES
CINNARU	Cinna arundinacea
CINNLAT	Cinna latifolia
CINN-SP	Cinna SPECIES
CIRCALP	Circaea alpina
CIRCA-A	Circaea alpina subsp. alpina
CIRCCAN	Circaea canadensis
CIRCC-C	Circaea canadensis subsp. canadensis
CIRC-SP	Circaea SPECIES
CIRSARV	Cirsium arvense
CIRSA;A	Cirsium arvense var. arvense
CIRSDIS	Cirsium discolor
CIRSFLO	Cirsium flodmanii
CIRSMUT	Cirsium muticum
CIRSPAL	Cirsium palustre
CIRSSCA	Cirsium scariosum
CIRSS;S	Cirsium scariosum var. scariosum
CIRS-SP	Cirsium SPECIES
CIRSVUL	Cirsium vulgare
CIRSV-V	Cirsium vulgare subsp. vulgare
CLADMAR	Cladium mariscoides
CLAD-SP	Cladium SPECIES
CLARAMO	Clarkia amoena
CLARA-A	Clarkia amoena subsp. amoena
CLAR-SP	Clarkia SPECIES
CLAYCAR	Claytonia caroliniana
CLAY-SP	Claytonia SPECIES
CLAYVIR	Claytonia virginica
CLEMOCC	Clematis occidentalis
CLEMO;O	Clematis occidentalis var. occidentalis
CLEM-SP	Clematis SPECIES
CLEMVIR	Clematis virginiana
CLEODOD	Cleome dodecandra
CLEOHOU	Cleome houtteana
CLEO-SP	Cleome SPECIES
CLINMEN	Clinopodium menthifolium
CLINM-A	Clinopodium menthifolium subsp. ascendens
CLIN-SP	Clinopodium SPECIES
CLITBOR	Clintonia borealis
CLIT-SP	Clintonia SPECIES
COCHGRO	Cochlearia groenlandica
COCH-SP	Cochlearia SPECIES
COCHTRI	Cochlearia tridactylites
COLLLIN	Collomia linearis
COLL-SP	Collomia SPECIES
COMA-SP	Comandra SPECIES
COMAUMB	Comandra umbellata
COMAU-U	Comandra umbellata subsp. umbellata
COMRPAL	Comarum palustre
COMR-SP	Comarum SPECIES
COMS-SP	Comastoma SPECIES
COMSTEN	Comastoma tenellum
COMMCOM	Commelina communis
COMMC;C	Commelina communis var. communis
COMM-SP	Commelina SPECIES
COMPPER	Comptonia peregrina
COMP-SP	Comptonia SPECIES
CONICHI	Conioselinum chinense
CONI-SP	Conioselinum SPECIES
CONUMAC	Conium maculatum
CONU-SP	Conium SPECIES
CONOAME	Conopholis americana
CONO-SP	Conopholis SPECIES
CONRORI	Conringia orientalis
CONR-SP	Conringia SPECIES
CONVMAJ	Convallaria majalis
CONV-SP	Convallaria SPECIES
CONLARV	Convolvulus arvensis
CONL-SP	Convolvulus SPECIES
COPT-SP	Coptis SPECIES
COPTTRI	Coptis trifolia
CORAMAC	Corallorhiza maculata
CORAM;M	Corallorhiza maculata var. maculata
CORAM;O	Corallorhiza maculata var. occidentalis
CORAODO	Corallorhiza odontorhiza
CORAO;O	Corallorhiza odontorhiza var. odontorhiza
CORA-SP	Corallorhiza SPECIES
CORASTR	Corallorhiza striata
CORAS;S	Corallorhiza striata var. striata
CORATRI	Corallorhiza trifida
CORECON	Corema conradii
CORE-SP	Corema SPECIES
COROGRA	Coreopsis grandiflora
COROG;G	Coreopsis grandiflora var. grandiflora
CORO-SP	Coreopsis SPECIES
COROTIN	Coreopsis tinctoria
CORISAT	Coriandrum sativum
CORI-SP	Coriandrum SPECIES
CORSAME	Corispermum americanum
CORSA;A	Corispermum americanum var. americanum
CORSPAL	Corispermum pallasii
CORS-SP	Corispermum SPECIES
CORSVIL	Corispermum villosum
CORNALT	Cornus alternifolia
CORNCAN	Cornus canadensis
CORNOBL	Cornus obliqua
CORNRAC	Cornus racemosa
CORNRUG	Cornus rugosa
CORNSER	Cornus sericea
CORN-SP	Cornus SPECIES
CORNSUE	Cornus suecica
CORYAUR	Corydalis aurea
CORYA-A	Corydalis aurea subsp. aurea
CORY-SP	Corydalis SPECIES
CORLAME	Corylus americana
CORLCOR	Corylus cornuta
CORLC-C	Corylus cornuta subsp. cornuta
CORL-SP	Corylus SPECIES
COSMBIP	Cosmos bipinnatus
COSM-SP	Cosmos SPECIES
COTA-SP	Cota SPECIES
COTATIN	Cota tinctoria
COTAT-T	Cota tinctoria subsp. tinctoria
COTOACU	Cotoneaster acutifolius
COTO-SP	Cotoneaster SPECIES
COTUCOR	Cotula coronopifolia
COTU-SP	Cotula SPECIES
CRASAQU	Crassula aquatica
CRASSAG	Crassula saginoides
CRAS-SP	Crassula SPECIES
CRATBRA	Crataegus brainerdii
CRATCOC	Crataegus coccinea
CRATC;P	Crataegus coccinea var. pringlei
CRATCOI	Crataegus coccinioides
CRATCRU	Crataegus crus-galli
CRATDOD	Crataegus dodgei
CRATFLA	Crataegus flabellata
CRATFLU	Crataegus fluviatilis
CRATHOL	Crataegus holmesiana
CRATCHR	Crataegus chrysocarpa
CRATC;B	Crataegus chrysocarpa var. blanchardii
CRATC;F	Crataegus chrysocarpa var. faxonii
CRATC;C	Crataegus chrysocarpa var. chrysocarpa
CRATC;H	Crataegus chrysocarpa var. phoeniceoides
CRATC;S	Crataegus chrysocarpa var. subrotundifolia
CRATIRR	Crataegus irrasa
CRATLAU	Crataegus laurentiana
CRATLUM	Crataegus lumaria
CRATMAC	Crataegus macracantha
CRATMAR	Crataegus macrosperma
CRATMON	Crataegus monogyna
CRATPRU	Crataegus pruinosa
CRATP;P	Crataegus pruinosa var. pruinosa
CRATPUN	Crataegus punctata
CRATSCA	Crataegus scabrida
CRATSCH	Crataegus schuettei
CRATS;S	Crataegus schuettei var. schuettei
CRAT-SP	Crataegus SPECIES
CRATSUB	Crataegus submollis
CRATSUO	Crataegus suborbiculata
CRATSUC	Crataegus succulenta
CRATS;U	Crataegus succulenta var. succulenta
CREPCAP	Crepis capillaris
CREP-SP	Crepis SPECIES
CREPTEC	Crepis tectorum
CROCBIC	Crocanthemum bicknellii
CROCCAN	Crocanthemum canadense
CROC-SP	Crocanthemum SPECIES
CRYP-SP	Cryptogramma SPECIES
CRYPSTE	Cryptogramma stelleri
CRYTCAN	Cryptotaenia canadensis
CRYT-SP	Cryptotaenia SPECIES
CUCUPEP	Cucurbita pepo
CUCU-SP	Cucurbita SPECIES
CUSCCAM	Cuscuta campestris
CUSCCOR	Cuscuta coryli
CUSCEPI	Cuscuta epilinum
CUSCGRO	Cuscuta gronovii
CUSCG;G	Cuscuta gronovii var. gronovii
CUSCPOL	Cuscuta polygonorum
CUSCSAU	Cuscuta saururi
CUSC-SP	Cuscuta SPECIES
CYMBMUR	Cymbalaria muralis
CYMBM-M	Cymbalaria muralis subsp. muralis
CYMB-SP	Cymbalaria SPECIES
CYNOOFF	Cynoglossum officinale
CYNO-SP	Cynoglossum SPECIES
CYNSCRI	Cynosurus cristatus
CYNS-SP	Cynosurus SPECIES
CYPEBIP	Cyperus bipartitus
CYPEDEN	Cyperus dentatus
CYPEDIA	Cyperus diandrus
CYPEESC	Cyperus esculentus
CYPEFUS	Cyperus fuscus
CYPEHOU	Cyperus houghtonii
CYPELUP	Cyperus lupulinus
CYPEL-M	Cyperus lupulinus subsp. macilentus
CYPEODO	Cyperus odoratus
CYPEO-O	Cyperus odoratus subsp. odoratus
CYPESCH	Cyperus schweinitzii
CYPE-SP	Cyperus SPECIES
CYPESQU	Cyperus squarrosus
CYPES;S	Cyperus squarrosus var. squarrosus
CYPESTR	Cyperus strigosus
CYPESUB	Cyperus subsquarrosus
CYPRACA	Cypripedium acaule
CYPRARI	Cypripedium arietinum
CYPRPAR	Cypripedium parviflorum
CYPRP;M	Cypripedium parviflorum var. makasin
CYPRP;P	Cypripedium parviflorum var. pubescens
CYPRPAS	Cypripedium passerinum
CYPRREG	Cypripedium reginae
CYPR-SP	Cypripedium SPECIES
CYSTBUL	Cystopteris bulbifera
CYSTDIC	Cystopteris dickieana
CYSTFRA	Cystopteris fragilis
CYSTF-F	Cystopteris fragilis subsp. fragilis
CYSTMON	Cystopteris montana
CYST-SP	Cystopteris SPECIES
CYSTTEN	Cystopteris tennesseensis
CYSTT-L	Cystopteris tennesseensis subsp. laurentiana
CYSTTEU	Cystopteris tenuis
DACTGLO	Dactylis glomerata
DACTG-G	Dactylis glomerata subsp. glomerata
DACT-SP	Dactylis SPECIES
DACY-SP	Dactylorhiza SPECIES
DACYVIR	Dactylorhiza viridis
DACYV;V	Dactylorhiza viridis var. virescens
DACYV;I	Dactylorhiza viridis var. viridis
DANTCOM	Danthonia compressa
DANTINT	Danthonia intermedia
DANTI-I	Danthonia intermedia subsp. intermedia
DANT-SP	Danthonia SPECIES
DANTSPI	Danthonia spicata
DAPHMEZ	Daphne mezereum
DAPHM-M	Daphne mezereum subsp. mezereum
DAPH-SP	Daphne SPECIES
DASIFRU	Dasiphora fruticosa
DASIF;F	Dasiphora fruticosa var. fruticosa
DASI-SP	Dasiphora SPECIES
DATUINN	Datura innoxia
DATUMET	Datura metel
DATU-SP	Datura SPECIES
DATUSTR	Datura stramonium
DAUCCAR	Daucus carota
DAUCC-C	Daucus carota subsp. carota
DAUC-SP	Daucus SPECIES
DECO-SP	Decodon SPECIES
DECOVER	Decodon verticillatus
DENNPUN	Dennstaedtia punctilobula
DENN-SP	Dennstaedtia SPECIES
DEPAACR	Deparia acrostichoides
DEPA-SP	Deparia SPECIES
DESCINC	Descurainia incana
DESCPIN	Descurainia pinnata
DESCP-B	Descurainia pinnata subsp. brachycarpon
DESCSOP	Descurainia sophia
DESCS-S	Descurainia sophia subsp. sophia
DESC-SP	Descurainia SPECIES
DESHCES	Deschampsia cespitosa
DESHC-C	Deschampsia cespitosa subsp. cespitosa
DESH-SP	Deschampsia SPECIES
DESMCAN	Desmodium canadense
DESMPER	Desmodium perplexum
DESM-SP	Desmodium SPECIES
DIANAME	Dianthera americana
DIAN-SP	Dianthera SPECIES
DIATARM	Dianthus armeria
DIATBAR	Dianthus barbatus
DIATB;B	Dianthus barbatus var. barbatus
DIATDEL	Dianthus deltoides
DIATD-D	Dianthus deltoides subsp. deltoides
DIATPLU	Dianthus plumarius
DIATP-P	Dianthus plumarius subsp. plumarius
DIAT-SP	Dianthus SPECIES
DIAPLAP	Diapensia lapponica
DIAP-SP	Diapensia SPECIES
DICECAN	Dicentra canadensis
DICECUC	Dicentra cucullaria
DICE-SP	Dicentra SPECIES
DIERLON	Diervilla lonicera
DIER-SP	Diervilla SPECIES
DIGILAN	Digitalis lanata
DIGIL-L	Digitalis lanata subsp. lanata
DIGILUT	Digitalis lutea
DIGIL-U	Digitalis lutea subsp. lutea
DIGIPUR	Digitalis purpurea
DIGIP;P	Digitalis purpurea var. purpurea
DIGI-SP	Digitalis SPECIES
DIGTISC	Digitaria ischaemum
DIGTSAN	Digitaria sanguinalis
DIGT-SP	Digitaria SPECIES
DICHBIC	Dichanthelium bicknellii
DICHBOR	Dichanthelium boreale
DICHCLA	Dichanthelium clandestinum
DICHDEP	Dichanthelium depauperatum
DICHIMP	Dichanthelium implicatum
DICHLAN	Dichanthelium lanuginosum
DICHLAT	Dichanthelium latifolium
DICHLIN	Dichanthelium lindheimeri
DICHLIE	Dichanthelium linearifolium
DICHSCR	Dichanthelium scribnerianum
DICH-SP	Dichanthelium SPECIES
DICHXAN	Dichanthelium xanthophysum
DICOCER	Dichodon cerastoides
DICO-SP	Dichodon SPECIES
DIPLFUS	Diplachne fusca
DIPLF-F	Diplachne fusca subsp. fascicularis
DIPL-SP	Diplachne SPECIES
DIPOERU	Diplotaxis erucoides
DIPOE-E	Diplotaxis erucoides subsp. erucoides
DIPOMUR	Diplotaxis muralis
DIPOM-M	Diplotaxis muralis subsp. muralis
DIPO-SP	Diplotaxis SPECIES
DIPOTEN	Diplotaxis tenuifolia
DIPSFUL	Dipsacus fullonum
DIPS-SP	Dipsacus SPECIES
DIRCPAL	Dirca palustris
DIRC-SP	Dirca SPECIES
DOEL-SP	Doellingeria SPECIES
DOELUMB	Doellingeria umbellata
DOELU;P	Doellingeria umbellata var. pubens
DOELU;U	Doellingeria umbellata var. umbellata
DRABALP	Draba alpina
DRABARA	Draba arabisans
DRABAUR	Draba aurea
DRABCAN	Draba cana
DRABC-C	Draba cana subsp. cana
DRABCAY	Draba cayouettei
DRABCIN	Draba cinerea
DRABCRA	Draba crassifolia
DRABFLA	Draba fladnizensis
DRABGLA	Draba glabella
DRABINC	Draba incana
DRABINE	Draba incerta
DRABLAC	Draba lactea
DRABNEM	Draba nemorosa
DRABNIV	Draba nivalis
DRABNOR	Draba norvegica
DRABOBL	Draba oblongata
DRABPUV	Draba puvirnituqii
DRABPYC	Draba pycnosperma
DRAB-SP	Draba SPECIES
DRABSUB	Draba subcapitata
DRABVER	Draba verna
DRABV;V	Draba verna var. verna
DRACPAR	Dracocephalum parviflorum
DRAC-SP	Dracocephalum SPECIES
DROSANG	Drosera anglica
DROSINT	Drosera intermedia
DROSLIN	Drosera linearis
DROSROT	Drosera rotundifolia
DROS-SP	Drosera SPECIES
DRYADRU	Dryas drummondii
DRYAINT	Dryas integrifolia
DRYAI-I	Dryas integrifolia subsp. integrifolia
DRYA-SP	Dryas SPECIES
DRYMARG	Drymocallis arguta
DRYM-SP	Drymocallis SPECIES
DRYOCAM	Dryopteris campyloptera
DRYOCAR	Dryopteris carthusiana
DRYOC;C	Dryopteris carthusiana var. carthusiana
DRYOCLI	Dryopteris clintoniana
DRYOCRI	Dryopteris cristata
DRYOEXP	Dryopteris expansa
DRYOE;E	Dryopteris expansa var. expansa
DRYOFIL	Dryopteris filix-mas
DRYOF-B	Dryopteris filix-mas subsp. brittonii
DRYOF-F	Dryopteris filix-mas subsp. filix-mas
DRYOFRA	Dryopteris fragrans
DRYOGOL	Dryopteris goldieana
DRYOINT	Dryopteris intermedia
DRYOI-I	Dryopteris intermedia subsp. intermedia
DRYOMAR	Dryopteris marginalis
DRYO-SP	Dryopteris SPECIES
DULIARU	Dulichium arundinaceum
DULIA;A	Dulichium arundinaceum var. arundinaceum
DULIA;B	Dulichium arundinaceum var. boreale
DULI-SP	Dulichium SPECIES
DUPOFIS	Dupontia fisheri
DUPOFUL	Dupontia fulva
DUPO-SP	Dupontia SPECIES
DYSPAMB	Dysphania ambrosioides
DYSPATR	Dysphania atriplicifolia
DYSPBOT	Dysphania botrys
DYSP-SP	Dysphania SPECIES
ECHILOB	Echinocystis lobata
ECHI-SP	Echinocystis SPECIES
ECHNCRU	Echinochloa crus-galli
ECHNC-C	Echinochloa crus-galli subsp. crus-galli
ECHNMUR	Echinochloa muricata
ECHN-SP	Echinochloa SPECIES
ECHNWAL	Echinochloa walteri
ECHOEXA	Echinops exaltatus
ECHO-SP	Echinops SPECIES
ECHOSPH	Echinops sphaerocephalus
ECHOS-S	Echinops sphaerocephalus subsp. sphaerocephalus
ECHU-SP	Echium SPECIES
ECHUVUL	Echium vulgare
ECHUV-V	Echium vulgare subsp. vulgare
ELAEANG	Elaeagnus angustifolia
ELAECOM	Elaeagnus commutata
ELAE-SP	Elaeagnus SPECIES
ELATAME	Elatine americana
ELATMIN	Elatine minima
ELATORT	Elatine orthosperma
ELAT-SP	Elatine SPECIES
ELATTRI	Elatine triandra
ELEOACI	Eleocharis acicularis
ELEOA;A	Eleocharis acicularis var. acicularis
ELEOCOM	Eleocharis compressa
ELEOC;C	Eleocharis compressa var. compressa
ELEOELL	Eleocharis elliptica
ELEOERY	Eleocharis erythropoda
ELEOFAL	Eleocharis fallax
ELEOFLA	Eleocharis flavescens
ELEOF;O	Eleocharis flavescens var. olivacea
ELEOINT	Eleocharis intermedia
ELEOKAM	Eleocharis kamtschatica
ELEOMAC	Eleocharis macrostachya
ELEOMAM	Eleocharis mamillata
ELEOM-M	Eleocharis mamillata subsp. mamillata
ELEONIT	Eleocharis nitida
ELEOOBT	Eleocharis obtusa
ELEOOVA	Eleocharis ovata
ELEOPAL	Eleocharis palustris
ELEOP-P	Eleocharis palustris subsp. palustris
ELEOP;V	Eleocharis palustris var. vigens
ELEOPAR	Eleocharis parvula
ELEOQUI	Eleocharis quinqueflora
ELEOROB	Eleocharis robbinsii
ELEO-SP	Eleocharis SPECIES
ELEOTEN	Eleocharis tenuis
ELEOT;P	Eleocharis tenuis var. pseudoptera
ELEOT;T	Eleocharis tenuis var. tenuis
ELEOUNI	Eleocharis uniglumis
ELEOU-U	Eleocharis uniglumis subsp. uniglumis
ELEUIND	Eleusine indica
ELEU-SP	Eleusine SPECIES
ELODCAN	Elodea canadensis
ELODNUT	Elodea nuttallii
ELOD-SP	Elodea SPECIES
ELSHCIL	Elsholtzia ciliata
ELSH-SP	Elsholtzia SPECIES
ELYMCAN	Elymus canadensis
ELYMCUR	Elymus curvatus
ELYMREP	Elymus repens
ELYMR-R	Elymus repens subsp. repens
ELYMRIP	Elymus riparius
ELYMSMI	Elymus smithii
ELYM-SP	Elymus SPECIES
ELYMVIL	Elymus villosus
ELYMVIO	Elymus violaceus
ELYMVIR	Elymus virginicus
ELYMWIE	Elymus wiegandii
EMPEATR	Empetrum atropurpureum
EMPEEAM	Empetrum eamesii
EMPENIG	Empetrum nigrum
EMPEN-N	Empetrum nigrum subsp. nigrum
EMPE-SP	Empetrum SPECIES
EPIF-SP	Epifagus SPECIES
EPIFVIR	Epifagus virginiana
EPILANA	Epilobium anagallidifolium
EPILANG	Epilobium angustifolium
EPILA-A	Epilobium angustifolium subsp. angustifolium
EPILA-C	Epilobium angustifolium subsp. circumvagum
EPILARC	Epilobium arcticum
EPILBRA	Epilobium brachycarpum
EPILCIL	Epilobium ciliatum
EPILC-C	Epilobium ciliatum subsp. ciliatum
EPILC-G	Epilobium ciliatum subsp. glandulosum
EPILCOL	Epilobium coloratum
EPILDAV	Epilobium davuricum
EPILDEN	Epilobium densum
EPILHIR	Epilobium hirsutum
EPILHOR	Epilobium hornemannii
EPILH-H	Epilobium hornemannii subsp. hornemannii
EPILLAC	Epilobium lactiflorum
EPILLAT	Epilobium latifolium
EPILLEP	Epilobium leptophyllum
EPILPAL	Epilobium palustre
EPILSAX	Epilobium saximontanum
EPIL-SP	Epilobium SPECIES
EPIPHEL	Epipactis helleborine
EPIPH-H	Epipactis helleborine subsp. helleborine
EPIP-SP	Epipactis SPECIES
EQUIARV	Equisetum arvense
EQUIFLU	Equisetum fluviatile
EQUILAE	Equisetum laevigatum
EQUIPAL	Equisetum palustre
EQUIPRA	Equisetum praealtum
EQUIPRT	Equisetum pratense
EQUISCI	Equisetum scirpoides
EQUI-SP	Equisetum SPECIES
EQUISYL	Equisetum sylvaticum
EQUIVAR	Equisetum variegatum
ERAGCAP	Eragrostis capillaris
ERAGCIL	Eragrostis cilianensis
ERAGFRA	Eragrostis frankii
ERAGHYP	Eragrostis hypnoides
ERAGMIN	Eragrostis minor
ERAGMUL	Eragrostis multicaulis
ERAGPEC	Eragrostis pectinacea
ERAGPIL	Eragrostis pilosa
ERAG-SP	Eragrostis SPECIES
ERAGSPE	Eragrostis spectabilis
ERECHIE	Erechtites hieraciifolius
EREC-SP	Erechtites SPECIES
ERIGACR	Erigeron acris
ERIGA-A	Erigeron acris subsp. acris
ERIGA-K	Erigeron acris subsp. kamtschaticus
ERIGANN	Erigeron annuus
ERIGCAN	Erigeron canadensis
ERIGCOM	Erigeron compositus
ERIGELA	Erigeron elatus
ERIGERI	Erigeron eriocephalus
ERIGHUM	Erigeron humilis
ERIGHYS	Erigeron hyssopifolius
ERIGLON	Erigeron lonchophyllus
ERIGPHI	Erigeron philadelphicus
ERIGP;P	Erigeron philadelphicus var. philadelphicus
ERIGP;R	Erigeron philadelphicus var. provancheri
ERIGPUL	Erigeron pulchellus
ERIGP;U	Erigeron pulchellus var. pulchellus
ERIG-SP	Erigeron SPECIES
ERIGSTR	Erigeron strigosus
ERIGS;S	Erigeron strigosus var. septentrionalis
ERIGS;T	Erigeron strigosus var. strigosus
ERIOAQU	Eriocaulon aquaticum
ERIOPAR	Eriocaulon parkeri
ERIO-SP	Eriocaulon SPECIES
ERIPANG	Eriophorum angustifolium
ERIPA-A	Eriophorum angustifolium subsp. angustifolium
ERIPBRA	Eriophorum brachyantherum
ERIPCAL	Eriophorum callitrix
ERIPGRA	Eriophorum gracile
ERIPCHA	Eriophorum chamissonis
ERIPSCH	Eriophorum scheuchzeri
ERIPS;S	Eriophorum scheuchzeri var. scheuchzeri
ERIP-SP	Eriophorum SPECIES
ERIPTEN	Eriophorum tenellum
ERIPTRI	Eriophorum triste
ERIPVAG	Eriophorum vaginatum
ERIPVIR	Eriophorum virginicum
ERIPVII	Eriophorum viridicarinatum
ERODCIC	Erodium cicutarium
