ShortName	FullName
LEPIDEN	Lepidium densiflorum
LEPIDID	Lepidium didymum
LEPIDRA	Lepidium draba
LEPIHET	Lepidium heterophyllum
LEPILAT	Lepidium latifolium
LEPIPER	Lepidium perfoliatum
LEPIRUD	Lepidium ruderale
LEPISAT	Lepidium sativum
LEPI-SP	Lepidium SPECIES
LEPIVIR	Lepidium virginicum
LEPTDEC	Leptochloa decipiens
LEPTD-P	Leptochloa decipiens subsp. peacockii
LEPTDIV	Leptochloa divaricatissima
LEPTFUS	Leptochloa fusca
LEPTF-F	Leptochloa fusca subsp. fascicularis
LEPTF-U	Leptochloa fusca subsp. fusca
LEPTCHI	Leptochloa chinensis
LEPT-SP	Leptochloa SPECIES
LEPYHOL	Lepyrodiclis holosteoides
LEPY-SP	Lepyrodiclis SPECIES
LEUCSER	Leucanthemella serotina
LEUC-SP	Leucanthemella SPECIES
LEUA*SU	Leucanthemum ×superbum
LEUAIRC	Leucanthemum ircutianum
LEUAMAR	Leucanthemum margaritae
LEUA-SP	Leucanthemum SPECIES
LEUAVUL	Leucanthemum vulgare
LEUA#VU	Leucanthemum vulgare agg.
LEUAV-V	Leucanthemum vulgare subsp. vulgare
LEUOAES	Leucojum aestivum
LEUOA-A	Leucojum aestivum subsp. aestivum
LEUO-SP	Leucojum SPECIES
LEUOVER	Leucojum vernum
LEUOV;C	Leucojum vernum var. carpathicum
LEUOV;V	Leucojum vernum var. vernum
LEVIOFF	Levisticum officinale
LEVI-SP	Levisticum SPECIES
LEYMARE	Leymus arenarius
LEYM-SP	Leymus SPECIES
LIBAPYR	Libanotis pyrenaica
LIBA-SP	Libanotis SPECIES
LIGUSIB	Ligularia sibirica
LIGU-SP	Ligularia SPECIES
LIGSMUT	Ligusticum mutellina
LIGS-SP	Ligusticum SPECIES
LIGTOVA	Ligustrum ovalifolium
LIGT-SP	Ligustrum SPECIES
LIGTVUL	Ligustrum vulgare
LILIBUL	Lilium bulbiferum
LILIB;B	Lilium bulbiferum var. bulbiferum
LILIB;C	Lilium bulbiferum var. croceum
LILICAN	Lilium candidum
LILIMAR	Lilium martagon
LILIREG	Lilium regale
LILI-SP	Lilium SPECIES
LIMOABO	Limodorum abortivum
LIMO-SP	Limodorum SPECIES
LIMNGME	Limonium gmelinii
LIMNSIN	Limonium sinuatum
LIMN-SP	Limonium SPECIES
LIMSAQU	Limosella aquatica
LIMS-SP	Limosella SPECIES
LINAARV	Linaria arvensis
LINAGEN	Linaria genistifolia
LINAMAR	Linaria maroccana
LINAODO	Linaria odora
LINAPEL	Linaria pelisseriana
LINAPUR	Linaria purpurea
LINA*VU	Linaria purpurea × L. vulgaris
LINAREP	Linaria repens
LINA-SP	Linaria SPECIES
LINAVUL	Linaria vulgaris
LINDDUB	Lindernia dubia
LINDPRO	Lindernia procumbens
LIND-SP	Lindernia SPECIES
LINNBOR	Linnaea borealis
LINN-SP	Linnaea SPECIES
LINUAUS	Linum austriacum
LINUA-A	Linum austriacum subsp. austriacum
LINUCAT	Linum catharticum
LINUFLA	Linum flavum
LINUHIR	Linum hirsutum
LINUH-G	Linum hirsutum subsp. glabrescens
LINUH-H	Linum hirsutum subsp. hirsutum
LINUPER	Linum perenne
LINUP-P	Linum perenne subsp. perenne
LINU-SP	Linum SPECIES
LINUTEN	Linum tenuifolium
LINUUSI	Linum usitatissimum
LIPALOE	Liparis loeselii
LIPA-SP	Liparis SPECIES
LIRI-SP	Liriodendron SPECIES
LIRITUL	Liriodendron tulipifera
LISTCOR	Listera cordata
LISTOVA	Listera ovata
LIST-SP	Listera SPECIES
LITHOFF	Lithospermum officinale
LITH-SP	Lithospermum SPECIES
LITT-SP	Littorella SPECIES
LITTUNI	Littorella uniflora
LOBEERI	Lobelia erinus
LOBE-SP	Lobelia SPECIES
LOBUMAR	Lobularia maritima
LOBU-SP	Lobularia SPECIES
LOLI*HY	Lolium ×hybridum
LOLIMUL	Lolium multiflorum
LOLIPER	Lolium perenne
LOLIREM	Lolium remotum
LOLIRIG	Lolium rigidum
LOLIR-L	Lolium rigidum subsp. lepturoides
LOLIR-R	Lolium rigidum subsp. rigidum
LOLI-SP	Lolium SPECIES
LOLITEM	Lolium temulentum
LONICAE	Lonicera caerulea
LONICAP	Lonicera caprifolium
LONIFRA	Lonicera fragrantissima
LONIINV	Lonicera involucrata
LONINIG	Lonicera nigra
LONINIT	Lonicera nitida
LONIPER	Lonicera periclymenum
LONIPIL	Lonicera pileata
LONI-SP	Lonicera SPECIES
LONITAT	Lonicera tatarica
LONIXYL	Lonicera xylosteum
LORAEUR	Loranthus europaeus
LORA-SP	Loranthus SPECIES
LOTUBOR	Lotus borbasii
LOTUCOR	Lotus corniculatus
LOTU#CO	Lotus corniculatus agg.
LOTUC;A	Lotus corniculatus var. alpicola
LOTUC;H	Lotus corniculatus var. hirsutus
LOTUC;K	Lotus corniculatus var. kochii
LOTUC;N	Lotus corniculatus var. norvegicus
LOTUC;S	Lotus corniculatus var. sativus
LOTUMAR	Lotus maritimus
LOTUORN	Lotus ornithopodioides
LOTUPED	Lotus pedunculatus
LOTU-SP	Lotus SPECIES
LOTUTEN	Lotus tenuis
LUDWPAL	Ludwigia palustris
LUDW-SP	Ludwigia SPECIES
LUNAANN	Lunaria annua
LUNARED	Lunaria rediviva
LUNA-SP	Lunaria SPECIES
LUPIALB	Lupinus albus
LUPIANG	Lupinus angustifolius
LUPILUT	Lupinus luteus
LUPIPOL	Lupinus polyphyllus
LUPI-SP	Lupinus SPECIES
LURONAT	Luronium natans
LURO-SP	Luronium SPECIES
LUZU*HE	Luzula ×heddae
LUZU*HY	Luzula ×hybrida
LUZU*ME	Luzula ×media
LUZU*VI	Luzula ×vinesii
LUZUCAM	Luzula campestris
LUZU#CA	Luzula campestris agg.
LUZUDIV	Luzula divulgata
LUZULUZ	Luzula luzulina
LUZULUU	Luzula luzuloides
LUZUL-L	Luzula luzuloides subsp. luzuloides
LUZUL-R	Luzula luzuloides subsp. rubella
LUZUMUL	Luzula multiflora
LUZUNIV	Luzula nivea
LUZUPAL	Luzula pallescens
LUZUPIL	Luzula pilosa
LUZU-SP	Luzula SPECIES
LUZUSPI	Luzula spicata
LUZUS-S	Luzula spicata subsp. spicata
LUZUSUD	Luzula sudetica
LUZUSYL	Luzula sylvatica
LYCIBAR	Lycium barbarum
LYCICHI	Lycium chinense
LYCI-SP	Lycium SPECIES
LYCOINU	Lycopodiella inundata
LYCO-SP	Lycopodiella SPECIES
LYCPANN	Lycopodium annotinum
LYCPA-A	Lycopodium annotinum subsp. annotinum
LYCPCLA	Lycopodium clavatum
LYCPC-C	Lycopodium clavatum subsp. clavatum
LYCP-SP	Lycopodium SPECIES
LYCSARV	Lycopsis arvensis
LYCS#AR	Lycopsis arvensis agg.
LYCSORI	Lycopsis orientalis
LYCS-SP	Lycopsis SPECIES
LYCU*IN	Lycopus ×intercedens
LYCUEUR	Lycopus europaeus
LYCUE-E	Lycopus europaeus subsp. europaeus
LYCUE-M	Lycopus europaeus subsp. menthifolius
LYCUEXA	Lycopus exaltatus
LYCU-SP	Lycopus SPECIES
LYCHCOR	Lychnis coronaria
LYCHFLO	Lychnis flos-cuculi
LYCHFLS	Lychnis flos-jovis
LYCHCHA	Lychnis chalcedonica
LYCH-SP	Lychnis SPECIES
LYSICIL	Lysimachia ciliata
LYSINEM	Lysimachia nemorum
LYSINUM	Lysimachia nummularia
LYSIPUN	Lysimachia punctata
LYSI-SP	Lysimachia SPECIES
LYSITHY	Lysimachia thyrsiflora
LYSIVUL	Lysimachia vulgaris
LYTHHYS	Lythrum hyssopifolia
LYTHJUN	Lythrum junceum
LYTHSAL	Lythrum salicaria
LYTH-SP	Lythrum SPECIES
LYTHVIR	Lythrum virgatum
MACLCOR	Macleaya cordata
MACL-SP	Macleaya SPECIES
MACUPOM	Maclura pomifera
MACU-SP	Maclura SPECIES
MADISAT	Madia sativa
MADI-SP	Madia SPECIES
MAGN*SO	Magnolia ×soulangeana
MAGN-SP	Magnolia SPECIES
MAGNSTE	Magnolia stellata
MAHOAQU	Mahonia aquifolium
MAHO-SP	Mahonia SPECIES
MAIABIF	Maianthemum bifolium
MAIA-SP	Maianthemum SPECIES
MALAMON	Malaxis monophyllos
MALA-SP	Malaxis SPECIES
MALCAFR	Malcolmia africana
MALCGRA	Malcolmia graeca
MALCG-B	Malcolmia graeca subsp. bicolor
MALCCHI	Malcolmia chia
MALCMAR	Malcolmia maritima
MALC-SP	Malcolmia SPECIES
MALO-SP	Malope SPECIES
MALOTRI	Malope trifida
MALU*DA	Malus ×dasyphylla
MALU*PU	Malus ×purpurea
MALUBAC	Malus baccata
MALUDOM	Malus domestica
MALUFLO	Malus floribunda
MALUFUS	Malus fusca
MALUPUM	Malus pumila
MALU-SP	Malus SPECIES
MALUSYL	Malus sylvestris
MALV*AD	Malva ×adulterina
MALV*ZO	Malva ×zoernigii
MALVALC	Malva alcea
MALVMOS	Malva moschata
MALVNEG	Malva neglecta
MALVPAR	Malva parviflora
MALVPUS	Malva pusilla
MALV-SP	Malva SPECIES
MALVSYL	Malva sylvestris
MALVS;M	Malva sylvestris var. mauritiana
MALVVER	Malva verticillata
MALVV;C	Malva verticillata var. crispa
MALVV;V	Malva verticillata var. verticillata
MARR*PA	Marrubium ×paniculatum
MARRPER	Marrubium peregrinum
MARR-SP	Marrubium SPECIES
MARRVUL	Marrubium vulgare
MARSQUA	Marsilea quadrifolia
MARS-SP	Marsilea SPECIES
MATRDIS	Matricaria discoidea
MATRCHA	Matricaria chamomilla
MATR-SP	Matricaria SPECIES
MATT-SP	Matteuccia SPECIES
MATTSTR	Matteuccia struthiopteris
MATHINC	Matthiola incana
MATHI-I	Matthiola incana subsp. incana
MATHLON	Matthiola longipetala
MATHL-B	Matthiola longipetala subsp. bicornis
MATHL-L	Matthiola longipetala subsp. longipetala
MATH-SP	Matthiola SPECIES
MECOCAM	Meconopsis cambrica
MECO-SP	Meconopsis SPECIES
MEDI*VA	Medicago ×varia
MEDIARA	Medicago arabica
MEDIDIS	Medicago disciformis
MEDIFAL	Medicago falcata
MEDILUP	Medicago lupulina
MEDIMIN	Medicago minima
MEDIMON	Medicago monspeliaca
MEDIORB	Medicago orbicularis
MEDIPOL	Medicago polymorpha
MEDIPRO	Medicago prostrata
MEDIRIG	Medicago rigidula
MEDISAT	Medicago sativa
MEDI-SP	Medicago SPECIES
MEGABIV	Megathyrsus bivonianus
MEGA-SP	Megathyrsus SPECIES
MELAARV	Melampyrum arvense
MELABAR	Melampyrum barbatum
MELAB-B	Melampyrum barbatum subsp. barbatum
MELACRI	Melampyrum cristatum
MELAC;C	Melampyrum cristatum var. cristatum
MELAC;S	Melampyrum cristatum var. solstitiale
MELANEM	Melampyrum nemorosum
MELA#NE	Melampyrum nemorosum agg.
MELAN;N	Melampyrum nemorosum var. nemorosum
MELAN;P	Melampyrum nemorosum var. praecox
MELAPRA	Melampyrum pratense
MELA-SP	Melampyrum SPECIES
MELASUB	Melampyrum subalpinum
MELASYL	Melampyrum sylvaticum
MELI*AS	Melica ×aschersonii
MELIALT	Melica altissima
MELICIL	Melica ciliata
MELIC-C	Melica ciliata subsp. ciliata
MELINUT	Melica nutans
MELIPIC	Melica picta
MELI-SP	Melica SPECIES
MELITRA	Melica transsilvanica
MELIT-T	Melica transsilvanica subsp. transsilvanica
MELIUNI	Melica uniflora
MELLALB	Melilotus albus
MELLALT	Melilotus altissimus
MELLDEN	Melilotus dentatus
MELLIND	Melilotus indicus
MELLOFF	Melilotus officinalis
MELLSIC	Melilotus siculus
MELL-SP	Melilotus SPECIES
MELLSUL	Melilotus sulcatus
MELLWOL	Melilotus wolgicus
MELSOFF	Melissa officinalis
MELS-SP	Melissa SPECIES
MELTMEL	Melittis melissophyllum
MELT-SP	Melittis SPECIES
MENT*DA	Mentha ×dalmatica
MENT*DU	Mentha ×dumetorum
MENT*GR	Mentha ×gracilis
MENT*NI	Mentha ×niliaca
MENT*PI	Mentha ×piperita
MENT*RO	Mentha ×rotundifolia
MENT*VE	Mentha ×verticillata
MENTAQU	Mentha aquatica
MENTARV	Mentha arvensis
MENTLON	Mentha longifolia
MENT-SP	Mentha SPECIES
MENTSPI	Mentha spicata
MENTSPC	Mentha spicata s. l.
MENTS-C	Mentha spicata subsp. condensata
MENTS-S	Mentha spicata subsp. spicata
MENTSUA	Mentha suaveolens
MENY-SP	Menyanthes SPECIES
MENYTRI	Menyanthes trifoliata
MERC*PA	Mercurialis ×paxii
MERCANN	Mercurialis annua
MERCOVA	Mercurialis ovata
MERCPER	Mercurialis perennis
MERC#PE	Mercurialis perennis agg.
MERC-SP	Mercurialis SPECIES
MERTSIB	Mertensia sibirica
MERT-SP	Mertensia SPECIES
MESPGER	Mespilus germanica
MESP-SP	Mespilus SPECIES
METAGLY	Metasequoia glyptostroboides
META-SP	Metasequoia SPECIES
MEUMATH	Meum athamanticum
MEUM-SP	Meum SPECIES
MIBOMIN	Mibora minima
MIBO-SP	Mibora SPECIES
MICRLIT	Microrrhinum litorale
MICRMIN	Microrrhinum minus
MICR-SP	Microrrhinum SPECIES
MICOPER	Microthlaspi perfoliatum
MICO-SP	Microthlaspi SPECIES
MILIEFF	Milium effusum
MILI-SP	Milium SPECIES
MIMUGUT	Mimulus guttatus
MIMUMOS	Mimulus moschatus
MIMU-SP	Mimulus SPECIES
MINUCAE	Minuartia caespitosa
MINUCOR	Minuartia corcontica
MINUGLA	Minuartia glaucina
MINURUB	Minuartia rubra
MINUSET	Minuartia setacea
MINUSME	Minuartia smejkalii
MINU-SP	Minuartia SPECIES
MINU#VE	Minuartia verna agg.
MINUVIS	Minuartia viscosa
MIRAJAL	Mirabilis jalapa
MIRA-SP	Mirabilis SPECIES
MISCSAC	Miscanthus sacchariflorus
MISCSIN	Miscanthus sinensis
MISC-SP	Miscanthus SPECIES
MISOORO	Misopates orontium
MISO-SP	Misopates SPECIES
MOEHMUS	Moehringia muscosa
MOEH-SP	Moehringia SPECIES
MOEHTRI	Moehringia trinervia
MOENERE	Moenchia erecta
MOEN-SP	Moenchia SPECIES
MOLIARU	Molinia arundinacea
MOLIA-A	Molinia arundinacea subsp. arundinacea
MOLICAE	Molinia caerulea
MOLI#CA	Molinia caerulea agg.
MOLI-SP	Molinia SPECIES
MONE-SP	Moneses SPECIES
MONEUNI	Moneses uniflora
MONONUT	Monolepis nuttalliana
MONO-SP	Monolepis SPECIES
MONTHYP	Monotropa hypophegea
MONTHYO	Monotropa hypopitys
MONT#HY	Monotropa hypopitys agg.
MONT-SP	Monotropa SPECIES
MONIARV	Montia arvensis
MONIFON	Montia fontana
MONI#FO	Montia fontana agg.
MONIF-V	Montia fontana nothosubsp. variabilis
MONIF-A	Montia fontana subsp. amporitana
MONIF-F	Montia fontana subsp. fontana
MONI-SP	Montia SPECIES
MORUALB	Morus alba
MORUNIG	Morus nigra
MORU-SP	Morus SPECIES
MUSCARM	Muscari armeniacum
MUSCBOT	Muscari botryoides
MUSCCOM	Muscari comosum
MUSCLAT	Muscari latifolium
MUSCNEG	Muscari neglectum
MUSC-SP	Muscari SPECIES
MUSCTEN	Muscari tenuiflorum
MYAGPER	Myagrum perfoliatum
MYAG-SP	Myagrum SPECIES
MYCEMUR	Mycelis muralis
MYCE-SP	Mycelis SPECIES
MYOS*BO	Myosotis ×bohemica
MYOS*KR	Myosotis ×krajinae
MYOS*PS	Myosotis ×pseudohispida
MYOS*SU	Myosotis ×suzae
MYOSARV	Myosotis arvensis
MYOSA-A	Myosotis arvensis subsp. arvensis
MYOSBRE	Myosotis brevisetacea
MYOSCAE	Myosotis caespitosa
MYOSDIS	Myosotis discolor
MYOSD-D	Myosotis discolor subsp. discolor
MYOSNEM	Myosotis nemorosa
MYOSPAL	Myosotis palustris
MYOS#PA	Myosotis palustris agg.
MYOSP-L	Myosotis palustris subsp. laxiflora
MYOSP-P	Myosotis palustris subsp. palustris
MYOSRAM	Myosotis ramosissima
MYOSR-R	Myosotis ramosissima subsp. ramosissima
MYOSSPA	Myosotis sparsiflora
MYOS-SP	Myosotis SPECIES
MYOSSTE	Myosotis stenophylla
MYOSSTR	Myosotis stricta
MYOSSYL	Myosotis sylvatica
MYOOAQU	Myosoton aquaticum
MYOO-SP	Myosoton SPECIES
MYOUMIN	Myosurus minimus
MYOU-SP	Myosurus SPECIES
MYRIGER	Myricaria germanica
MYRI-SP	Myricaria SPECIES
MYROALT	Myriophyllum alterniflorum
MYROHET	Myriophyllum heterophyllum
MYRO-SP	Myriophyllum SPECIES
MYROSPI	Myriophyllum spicatum
MYROVER	Myriophyllum verticillatum
MYRRODO	Myrrhis odorata
MYRR-SP	Myrrhis SPECIES
NAJAMAR	Najas marina
NAJAMIN	Najas minor
NAJA-SP	Najas SPECIES
NARC*IN	Narcissus ×incomparabilis
NARCCYC	Narcissus cyclamineus
NARCJON	Narcissus jonquilla
NARCPOT	Narcissus poëticus
NARCPSE	Narcissus pseudonarcissus
NARC-SP	Narcissus SPECIES
NARCTAZ	Narcissus tazetta
NARCTRI	Narcissus triandrus
NARD-SP	Nardus SPECIES
NARDSTR	Nardus stricta
NARTOSS	Narthecium ossifragum
NART-SP	Narthecium SPECIES
NAST*ST	Nasturtium ×sterile
NASTMIC	Nasturtium microphyllum
NASTOFF	Nasturtium officinale
NAST-SP	Nasturtium SPECIES
NECTLIT	Nectaroscilla litardierei
NECT-SP	Nectaroscilla SPECIES
NEMOMEN	Nemophila menziesii
NEMO-SP	Nemophila SPECIES
NEOT*DI	Neotinea ×dietrichiana
NEOT-SP	Neotinea SPECIES
NEOTTRI	Neotinea tridentata
NEOT*OR	Neotinea tridentata × Orchis militaris
NEOTUST	Neotinea ustulata
NEOTU;A	Neotinea ustulata var. aestivalis
NEOTU;U	Neotinea ustulata var. ustulata
NEOINID	Neottia nidus-avis
NEOI-SP	Neottia SPECIES
NEPE*FA	Nepeta ×faasenii
NEPECAT	Nepeta cataria
NEPEGRA	Nepeta grandiflora
NEPENUD	Nepeta nuda
NEPERAC	Nepeta racemosa
NEPE-SP	Nepeta SPECIES
NESLPAN	Neslia paniculata
NESL-SP	Neslia SPECIES
NICAPHY	Nicandra physalodes
NICA-SP	Nicandra SPECIES
NICOALA	Nicotiana alata
NICORUS	Nicotiana rustica
NICO-SP	Nicotiana SPECIES
NICOTAB	Nicotiana tabacum
NIGEARV	Nigella arvensis
NIGEDAM	Nigella damascena
NIGESAT	Nigella sativa
NIGE-SP	Nigella SPECIES
NOCCCAE	Noccaea caerulescens
NOCCC-C	Noccaea caerulescens subsp. caerulescens
NOCCKOV	Noccaea kovatsii
NOCCMON	Noccaea montana
NOCC-SP	Noccaea SPECIES
NONELUT	Nonea lutea
NONEPUL	Nonea pulla
NONEROS	Nonea rosea
NONE-SP	Nonea SPECIES
NOTHMAR	Notholaena marantae
NOTH-SP	Notholaena SPECIES
NUPH*SP	Nuphar ×spenneriana
NUPHLUT	Nuphar lutea
NUPHPUM	Nuphar pumila
NUPH-SP	Nuphar SPECIES
NYMP*BO	Nymphaea ×borealis
NYMPALB	Nymphaea alba
NYMPCAN	Nymphaea candida
NYMPCVX	Nymphaea cv. div.
NYMP-SP	Nymphaea SPECIES
NYMHPEL	Nymphoides peltata
NYMH-SP	Nymphoides SPECIES
OCIMBAS	Ocimum basilicum
OCIM-SP	Ocimum SPECIES
ODONLUT	Odontites luteus
ODON-SP	Odontites SPECIES
ODONVER	Odontites vernus
ODONV-S	Odontites vernus subsp. serotinus
ODONV-V	Odontites vernus subsp. vernus
OENAAQU	Oenanthe aquatica
OENAFIS	Oenanthe fistulosa
OENASIL	Oenanthe silaifolia
OENA-SP	Oenanthe SPECIES
OENO*AL	Oenothera ×albipercurva
OENO*PU	Oenothera ×punctulata
OENOACU	Oenothera acutifolia
OENO*OE	Oenothera acutifolia × Oe. victorinii
OENOAMM	Oenothera ammophila
OENO*OA	Oenothera ammophila × Oe. rubricaulis
OENOBIE	Oenothera biennis
OENO*OB	Oenothera biennis × Oe. victorinii
OENOCAN	Oenothera canovirens
OENO*OC	Oenothera canovirens × Oe rubricaulis
OENOCOR	Oenothera coronifera
OENODEP	Oenothera depressa
OENOFAL	Oenothera fallax
OENOFLA	Oenothera flava
OENOF-T	Oenothera flava subsp. taraxacoides
OENOGLA	Oenothera glazioviana
OENOHOE	Oenothera hoelscheri
OENOISS	Oenothera issleri
OENOMAC	Oenothera macrocarpa
OENOMOR	Oenothera moravica
OENOOAK	Oenothera oakesiana
OENOPAR	Oenothera parviflora
OENOPYC	Oenothera pycnocarpa
OENOROS	Oenothera rosea
OENORUB	Oenothera rubricaulis
OENO*OD	Oenothera rubricaulis × Oe. salicifolia
OENO*OF	Oenothera salicifolia × Oe. victorinii
OENO-SP	Oenothera SPECIES
OENOSTR	Oenothera stricta
OENOSUB	Oenothera subterminalis
OENOTET	Oenothera tetragona
OENOVIC	Oenothera victorinii
OMPHSCO	Omphalodes scorpioides
OMPH-SP	Omphalodes SPECIES
OMPHVER	Omphalodes verna
ONOBARE	Onobrychis arenaria
ONOBA-A	Onobrychis arenaria subsp. arenaria
ONOB-SP	Onobrychis SPECIES
ONOBVIC	Onobrychis viciifolia
ONON*PS	Ononis ×pseudohircina
ONONARV	Ononis arvensis
ONONREP	Ononis repens
ONON*SP	Ononis repens × O. spinosa
ONON-SP	Ononis SPECIES
ONONSPI	Ononis spinosa
ONOPACA	Onopordum acanthium
ONOP-SP	Onopordum SPECIES
ONOSARE	Onosma arenaria
ONOS-SP	Onosma SPECIES
OPHI-SP	Ophioglossum SPECIES
OPHIVUL	Ophioglossum vulgatum
OPHRAPI	Ophrys apifera
OPHRHOL	Ophrys holoserica
OPHRH-H	Ophrys holoserica subsp. holubyana
OPHRINS	Ophrys insectifera
OPHR-SP	Ophrys SPECIES
OPHRSPH	Ophrys sphegodes
OPUNPHA	Opuntia phaeacantha
OPUNPOL	Opuntia polyacantha
OPUN-SP	Opuntia SPECIES
OREO-SP	Oreojuncus SPECIES
OREOTRI	Oreojuncus trifidus
OREPLIM	Oreopteris limbosperma
OREP-SP	Oreopteris SPECIES
ORCH*HY	Orchis ×hybrida
ORCH*LO	Orchis ×loreziana
ORCHMAS	Orchis mascula
ORCHM-M	Orchis mascula subsp. mascula
ORCHM-S	Orchis mascula subsp. speciosa
ORCHMIL	Orchis militaris
ORCHPAL	Orchis pallens
ORCHPUR	Orchis purpurea
ORCH-SP	Orchis SPECIES
ORIGMAJ	Origanum majorana
ORIG-SP	Origanum SPECIES
ORIGVUL	Origanum vulgare
ORIGV-M	Origanum vulgare subsp. megastachyum
ORIGV-V	Origanum vulgare subsp. vulgare
ORLAGRA	Orlaya grandiflora
ORLA-SP	Orlaya SPECIES
ORNI*WI	Ornithogalum ×wildtii
ORNIANG	Ornithogalum angustifolium
ORNIBOU	Ornithogalum boucheanum
ORNIBRE	Ornithogalum brevistylum
ORNIKOC	Ornithogalum kochii
ORNINUT	Ornithogalum nutans
ORNI#NU	Ornithogalum nutans agg.
ORNIPYR	Ornithogalum pyrenaicum
ORNIP-S	Ornithogalum pyrenaicum subsp. sphaerocarpum
ORNI-SP	Ornithogalum SPECIES
ORNIUMB	Ornithogalum umbellatum
ORNI#UM	Ornithogalum umbellatum agg.
ORNTCOM	Ornithopus compressus
ORNTPER	Ornithopus perpusillus
ORNTSAT	Ornithopus sativus
ORNT-SP	Ornithopus SPECIES
OROBALB	Orobanche alba
OROBA-A	Orobanche alba subsp. alba
OROBA-M	Orobanche alba subsp. major
OROBALS	Orobanche alsatica
OROBART	Orobanche artemisiae-campestris
OROBCAR	Orobanche caryophyllacea
OROBCOE	Orobanche coerulescens
OROBCRE	Orobanche crenata
OROBELA	Orobanche elatior
OROBFLA	Orobanche flava
OROBGRA	Orobanche gracilis
OROBHED	Orobanche hederae
OROBKOC	Orobanche kochii
OROBLUC	Orobanche lucorum
OROBLUT	Orobanche lutea
OROBMIN	Orobanche minor
OROBPIC	Orobanche picridis
OROBRET	Orobanche reticulata
OROB-SP	Orobanche SPECIES
OROBTEU	Orobanche teucrii
ORTHSEC	Orthilia secunda
ORTHS-S	Orthilia secunda subsp. secunda
ORTH-SP	Orthilia SPECIES
ORYZSAT	Oryza sativa
ORYZ-SP	Oryza SPECIES
OSMUREG	Osmunda regalis
OSMU-SP	Osmunda SPECIES
OTHOAMO	Othocallis amoena
OTHOMIS	Othocallis mischtschenkoana
OTHOSIB	Othocallis siberica
OTHO-SP	Othocallis SPECIES
OXALACE	Oxalis acetosella
OXALCOR	Oxalis corniculata
OXALC;C	Oxalis corniculata var. corniculata
OXALC;R	Oxalis corniculata var. repens
OXALDEB	Oxalis debilis
OXALDIL	Oxalis dillenii
OXALLAT	Oxalis latifolia
OXALPES	Oxalis pes-caprae
OXAL-SP	Oxalis SPECIES
OXALSTR	Oxalis stricta
OXYBNYC	Oxybaphus nyctagineus
OXYB-SP	Oxybaphus SPECIES
OXYTPIL	Oxytropis pilosa
OXYT-SP	Oxytropis SPECIES
PAEOLAC	Paeonia lactiflora
PAEOOFF	Paeonia officinalis
PAEO-SP	Paeonia SPECIES
PAEOSUF	Paeonia suffruticosa
PANICAP	Panicum capillare
PANIC-B	Panicum capillare subsp. barbipulvinatum
PANIC-C	Panicum capillare subsp. capillare
PANIDIC	Panicum dichotomiflorum
PANIMIL	Panicum miliaceum
PANIM-A	Panicum miliaceum subsp. agricola
PANIM-M	Panicum miliaceum subsp. miliaceum
PANIM-R	Panicum miliaceum subsp. ruderale
PANIPHI	Panicum philadelphicum
PANIP-G	Panicum philadelphicum subsp. gattingeri
PANI-SP	Panicum SPECIES
PANIVIR	Panicum virgatum
PAPA*IN	Papaver ×intercedens
PAPAARG	Papaver argemone
PAPAATL	Papaver atlanticum
PAPABRA	Papaver bracteatum
PAPACON	Papaver confine
PAPACRO	Papaver croceum
PAPADUB	Papaver dubium
PAPA#DU	Papaver dubium agg.
PAPAHYB	Papaver hybridum
PAPALEC	Papaver lecoqii
PAPAMAC	Papaver maculosum
PAPAM-A	Papaver maculosum subsp. austromoravicum
PAPAM-M	Papaver maculosum subsp. maculosum
PAPAORI	Papaver orientale
PAPAPSE	Papaver pseudo-orientale
PAPARHO	Papaver rhoeas
PAPAR;R	Papaver rhoeas var. rhoeas
PAPAR;S	Papaver rhoeas var. strigosum
PAPASOM	Papaver somniferum
PAPA-SP	Papaver SPECIES
PARAINC	Parapholis incurva
PARA-SP	Parapholis SPECIES
PARE-SP	Parentucellia SPECIES
PAREVIS	Parentucellia viscosa
PARIJUD	Parietaria judaica
PARIOFF	Parietaria officinalis
PARIPEN	Parietaria pensylvanica
PARI-SP	Parietaria SPECIES
PARSQUA	Paris quadrifolia
PARS-SP	Paris SPECIES
PARNPAL	Parnassia palustris
PARN-SP	Parnassia SPECIES
PARTINS	Parthenocissus inserta
PARTQUI	Parthenocissus quinquefolia
PART#QU	Parthenocissus quinquefolia agg.
PART-SP	Parthenocissus SPECIES
PARTTRI	Parthenocissus tricuspidata
PASTSAT	Pastinaca sativa
PASTS-S	Pastinaca sativa subsp. sativa
PASTS-U	Pastinaca sativa subsp. urens
PAST-SP	Pastinaca SPECIES
PAUL-SP	Paulownia SPECIES
PAULTOM	Paulownia tomentosa
PEDIEXA	Pedicularis exaltata
PEDIPAL	Pedicularis palustris
PEDIP-O	Pedicularis palustris subsp. opsiantha
PEDIP-P	Pedicularis palustris subsp. palustris
PEDISCE	Pedicularis sceptrum-carolinum
PEDI-SP	Pedicularis SPECIES
PEDISUD	Pedicularis sudetica
PEDIS-S	Pedicularis sudetica subsp. sudetica
PEDISYL	Pedicularis sylvatica
PEDIS-Y	Pedicularis sylvatica subsp. sylvatica
PELTALL	Peltaria alliacea
PELT-SP	Peltaria SPECIES
PENNALO	Pennisetum alopecuroides
