ShortName	FullName
CREP-SP	Crepis SPECIES
CREPTEC	Crepis tectorum
CREPVES	Crepis vesicaria
CREPV-T	Crepis vesicaria subsp. taraxacifolia
CROC*CR	Crocosmia ×crocosmiiflora
CROC-SP	Crocosmia SPECIES
CROU*ST	Crocus ×stellaris
CROUFLA	Crocus flavus
CROUHEU	Crocus heuffelianus
CROUCHR	Crocus chrysanthus
CROUSAT	Crocus sativus
CROU-SP	Crocus SPECIES
CROUTOM	Crocus tommasinianus
CROUVER	Crocus vernus
CROU#VE	Crocus vernus agg.
CRUCLAE	Cruciata laevipes
CRUCPED	Cruciata pedemontana
CRUC-SP	Cruciata SPECIES
CRUCVER	Cruciata verna
CRYPACU	Crypsis aculeata
CRYPALO	Crypsis alopecuroides
CRYPSCH	Crypsis schoenoides
CRYP-SP	Crypsis SPECIES
CRYTCRI	Cryptogramma crispa
CRYT-SP	Cryptogramma SPECIES
CUCUMEL	Cucumis melo
CUCUSAT	Cucumis sativus
CUCU-SP	Cucumis SPECIES
CUCRFIC	Cucurbita ficifolia
CUCRMAX	Cucurbita maxima
CUCRMAI	Cucurbita maxima Hokkaido Group
CUCRMAM	Cucurbita maxima Maxima Group
CUCRMAA	Cucurbita maxima Turbaniformis Group
CUCRMOS	Cucurbita moschata
CUCRPEP	Cucurbita pepo
CUCRPEO	Cucurbita pepo Giromontiina Group
CUCRPEA	Cucurbita pepo Microcarpina Group
CUCRPEB	Cucurbita pepo Patisonnina Group
CUCRPEC	Cucurbita pepo Pepo Group
CUCRPED	Cucurbita pepo Styriaca Group
CUCR-SP	Cucurbita SPECIES
CUSCAPP	Cuscuta approximata
CUSCCAM	Cuscuta campestris
CUSCEPI	Cuscuta epilinum
CUSCEPT	Cuscuta epithymum
CUSCE-E	Cuscuta epithymum subsp. epithymum
CUSCEUR	Cuscuta europaea
CUSCGRO	Cuscuta gronovii
CUSCLUP	Cuscuta lupuliformis
CUSC-SP	Cuscuta SPECIES
CYCLCOU	Cyclamen coum
CYCLPUR	Cyclamen purpurascens
CYCL-SP	Cyclamen SPECIES
CYDOOBL	Cydonia oblonga
CYDO-SP	Cydonia SPECIES
CYMBMUR	Cymbalaria muralis
CYMBM-M	Cymbalaria muralis subsp. muralis
CYMBPAL	Cymbalaria pallida
CYMB-SP	Cymbalaria SPECIES
CYNODAC	Cynodon dactylon
CYNO-SP	Cynodon SPECIES
CYNGMON	Cynoglossum montanum
CYNGOFF	Cynoglossum officinale
CYNG-SP	Cynoglossum SPECIES
CYNSCRI	Cynosurus cristatus
CYNSECH	Cynosurus echinatus
CYNS-SP	Cynosurus SPECIES
CYPEERA	Cyperus eragrostis
CYPEESC	Cyperus esculentus
CYPEFLA	Cyperus flavescens
CYPEFUS	Cyperus fuscus
CYPEGLO	Cyperus glomeratus
CYPEMIC	Cyperus michelianus
CYPEROT	Cyperus rotundus
CYPE-SP	Cyperus SPECIES
CYPRCAL	Cypripedium calceolus
CYPRREG	Cypripedium reginae
CYPR-SP	Cypripedium SPECIES
CYSTBUL	Cystopteris bulbifera
CYSTFRA	Cystopteris fragilis
CYST-SP	Cystopteris SPECIES
CYSTSUD	Cystopteris sudetica
CYTINIG	Cytisus nigricans
CYTIPRO	Cytisus procumbens
CYTISCO	Cytisus scoparius
CYTIS-S	Cytisus scoparius subsp. scoparius
CYTI-SP	Cytisus SPECIES
DACT*IN	Dactylis ×intercedens
DACTGLO	Dactylis glomerata
DACT#GL	Dactylis glomerata agg.
DACTG-G	Dactylis glomerata subsp. glomerata
DACTG-S	Dactylis glomerata subsp. slovenica
DACTPOL	Dactylis polygama
DACT-SP	Dactylis SPECIES
DACYAEG	Dactyloctenium aegyptium
DACY-SP	Dactyloctenium SPECIES
DACL*AS	Dactylorhiza ×aschersoniana
DACL*BR	Dactylorhiza ×braunii
DACL*BA	Dactylorhiza ×braunii nothosubsp. braunii
DACL*BU	Dactylorhiza ×braunii nothosubsp. smitakii
DACL*CA	Dactylorhiza ×carnea
DACL*DU	Dactylorhiza ×dufftiana
DACL*JE	Dactylorhiza ×jestrebiensis
DACL*KE	Dactylorhiza ×kerneriorum
DACL*PR	Dactylorhiza ×prochazkana
DACL*RU	Dactylorhiza ×ruppertii
DACL*SI	Dactylorhiza ×silvae-gabretae
DACL*VE	Dactylorhiza ×vermeuleniana
DACLBOH	Dactylorhiza bohemica
DACLCAR	Dactylorhiza carpatica
DACL*FU	Dactylorhiza carpatica × D. fuchsii subsp. fuchsii
DACL*LA	Dactylorhiza carpatica × D. lapponica
DACL*MA	Dactylorhiza carpatica × D. majalis
DACLCUR	Dactylorhiza curvifolia
DACLFUC	Dactylorhiza fuchsii
DACLF-F	Dactylorhiza fuchsii subsp. fuchsii
DACL*TR	Dactylorhiza fuchsii subsp. fuchsii × D. traunsteineri subsp. turfosa
DACLF-P	Dactylorhiza fuchsii subsp. psychrophila
DACLF-S	Dactylorhiza fuchsii subsp. sooana
DACLINC	Dactylorhiza incarnata
DACLI-I	Dactylorhiza incarnata subsp. incarnata
DACLI-P	Dactylorhiza incarnata subsp. pulchella
DACLLAP	Dactylorhiza lapponica
DACL*MJ	Dactylorhiza lapponica × D. majalis
DACLL-R	Dactylorhiza lapponica subsp. rhaetica
DACLMAC	Dactylorhiza maculata
DACL#MA	Dactylorhiza maculata agg.
DACLM-A	Dactylorhiza maculata subsp. averyanovii
DACLM-E	Dactylorhiza maculata subsp. elodes
DACLM-M	Dactylorhiza maculata subsp. maculata
DACLM-T	Dactylorhiza maculata subsp. transsilvanica
DACLMAJ	Dactylorhiza majalis
DACL*TA	Dactylorhiza majalis × D. traunsteineri subsp. turfosa
DACL#MJ	Dactylorhiza majalis agg.
DACLM-J	Dactylorhiza majalis subsp. majalis
DACLSAM	Dactylorhiza sambucina
DACL-SP	Dactylorhiza SPECIES
DACLTRA	Dactylorhiza traunsteineri
DACLT-T	Dactylorhiza traunsteineri subsp. traunsteineri
DACLT-U	Dactylorhiza traunsteineri subsp. turfosa
DAHLPIN	Dahlia pinnata
DAHL-SP	Dahlia SPECIES
DANT*BR	Danthonia ×breviaristata
DANTALP	Danthonia alpina
DANTDEC	Danthonia decumbens
DANT-SP	Danthonia SPECIES
DAPHCNE	Daphne cneorum
DAPHMEZ	Daphne mezereum
DAPH-SP	Daphne SPECIES
DARMPEL	Darmera peltata
DARM-SP	Darmera SPECIES
DASIARB	Dasiphora arbuscula
DASIFRU	Dasiphora fruticosa
DASIGLA	Dasiphora glabrata
DASIPAR	Dasiphora parvifolia
DASI-SP	Dasiphora SPECIES
DASY-SP	Dasypyrum SPECIES
DASYVIL	Dasypyrum villosum
DATUFER	Datura ferox
DATUINO	Datura inoxia
DATU-SP	Datura SPECIES
DATUSTR	Datura stramonium
DATUS;S	Datura stramonium var. stramonium
DATUS;T	Datura stramonium var. tatula
DAUCCAR	Daucus carota
DAUCC-C	Daucus carota subsp. carota
DAUCC-S	Daucus carota subsp. sativus
DAUC-SP	Daucus SPECIES
DELPELA	Delphinium elatum
DELPGRA	Delphinium grandiflorum
DELP-SP	Delphinium SPECIES
DENT*PA	Dentaria ×paxiana
DENTBUL	Dentaria bulbifera
DENTENN	Dentaria enneaphyllos
DENTGLA	Dentaria glandulosa
DENT-SP	Dentaria SPECIES
DESCSOP	Descurainia sophia
DESC-SP	Descurainia SPECIES
DESHCES	Deschampsia cespitosa
DESHC-C	Deschampsia cespitosa subsp. cespitosa
DESHC-P	Deschampsia cespitosa subsp. parviflora
DESH-SP	Deschampsia SPECIES
DEUTGRA	Deutzia gracilis
DEUTSCA	Deutzia scabra
DEUT-SP	Deutzia SPECIES
DIAN*DU	Dianthus ×dufftii
DIAN*HE	Dianthus ×hellwigii
DIAN*LO	Dianthus ×lorberi
DIAN*LU	Dianthus ×lucae
DIANARE	Dianthus arenarius
DIANA-B	Dianthus arenarius subsp. bohemicus
DIANARM	Dianthus armeria
DIANBAR	Dianthus barbatus
DIANB-B	Dianthus barbatus subsp. barbatus
DIANCAR	Dianthus carthusianorum
DIAN#CA	Dianthus carthusianorum agg.
DIANC-C	Dianthus carthusianorum subsp. capillifrons
DIANC-A	Dianthus carthusianorum subsp. carthusianorum
DIANC-L	Dianthus carthusianorum subsp. latifolius
DIANC-S	Dianthus carthusianorum subsp. sudeticus
DIANCAY	Dianthus caryophyllus
DIANDEL	Dianthus deltoides
DIANGRA	Dianthus gratianopolitanus
DIANCHI	Dianthus chinensis
DIANLUM	Dianthus lumnitzeri
DIANMOR	Dianthus moravicus
DIANPON	Dianthus pontederae
DIAN-SP	Dianthus SPECIES
DIANSUP	Dianthus superbus
DIANS-A	Dianthus superbus subsp. alpestris
DIANS-S	Dianthus superbus subsp. superbus
DIANS-Y	Dianthus superbus subsp. sylvestris
DIANSYL	Dianthus sylvaticus
DICEEXI	Dicentra eximia
DICEFOR	Dicentra formosa
DICE-SP	Dicentra SPECIES
DICTALB	Dictamnus albus
DICT-SP	Dictamnus SPECIES
DIERLON	Diervilla lonicera
DIER-SP	Diervilla SPECIES
DIGIGRA	Digitalis grandiflora
DIGILAN	Digitalis lanata
DIGILUT	Digitalis lutea
DIGIPUR	Digitalis purpurea
DIGI-SP	Digitalis SPECIES
DIGTCIL	Digitaria ciliaris
DIGTISC	Digitaria ischaemum
DIGTSAN	Digitaria sanguinalis
DIGTS;P	Digitaria sanguinalis var. pectiniformis
DIGTS;S	Digitaria sanguinalis var. sanguinalis
DIGT-SP	Digitaria SPECIES
DICHOLI	Dichanthelium oligosanthes
DICH-SP	Dichanthelium SPECIES
DICASER	Dichanthium sericeum
DICA-SP	Dichanthium SPECIES
DINERET	Dinebra retroflexa
DINE-SP	Dinebra SPECIES
DIPH*IS	Diphasiastrum ×issleri
DIPH*OE	Diphasiastrum ×oellgaardii
DIPH*ZE	Diphasiastrum ×zeilleri
DIPHALP	Diphasiastrum alpinum
DIPHCOM	Diphasiastrum complanatum
DIPH-SP	Diphasiastrum SPECIES
DIPHTRI	Diphasiastrum tristachyum
DIPLMUR	Diplotaxis muralis
DIPL-SP	Diplotaxis SPECIES
DIPLTEN	Diplotaxis tenuifolia
DIPS*PS	Dipsacus ×pseudosylvestris
DIPSFUL	Dipsacus fullonum
DIPSLAC	Dipsacus laciniatus
DIPSPIL	Dipsacus pilosus
DIPSSAT	Dipsacus sativus
DIPS-SP	Dipsacus SPECIES
DIPSSTR	Dipsacus strigosus
DITTGRA	Dittrichia graveolens
DITT-SP	Dittrichia SPECIES
DOROAUS	Doronicum austriacum
DOROCOL	Doronicum columnae
DOROORI	Doronicum orientale
DOROPAR	Doronicum pardalianches
DOROPLA	Doronicum plantagineum
DORO-SP	Doronicum SPECIES
DORTBEL	Dorotheanthus bellidiformis
DORT-SP	Dorotheanthus SPECIES
DORYGER	Dorycnium germanicum
DORYHER	Dorycnium herbaceum
DORY#PE	Dorycnium pentaphyllum agg.
DORY-SP	Dorycnium SPECIES
DRABMUR	Draba muralis
DRABNEM	Draba nemorosa
DRABSIB	Draba sibirica
DRAB-SP	Draba SPECIES
DRACAUS	Dracocephalum austriacum
DRACMOL	Dracocephalum moldavica
DRAC-SP	Dracocephalum SPECIES
DRACTHY	Dracocephalum thymiflorum
DROS*OB	Drosera ×obovata
DROSANG	Drosera anglica
DROSINT	Drosera intermedia
DROSROT	Drosera rotundifolia
DROS-SP	Drosera SPECIES
DRYMRUP	Drymocallis rupestris
DRYM-SP	Drymocallis SPECIES
DRYO*AM	Dryopteris ×ambroseae
DRYO*CR	Dryopteris ×critica
DRYO*DE	Dryopteris ×deweveri
DRYO*UL	Dryopteris ×uliginosa
DRYO#AF	Dryopteris affinis agg.
DRYOBOR	Dryopteris borreri
DRYOCAM	Dryopteris cambrensis
DRYOCAR	Dryopteris carthusiana
DRYO#CA	Dryopteris carthusiana agg.
DRYOCRI	Dryopteris cristata
DRYODIL	Dryopteris dilatata
DRYOEXP	Dryopteris expansa
DRYOFIL	Dryopteris filix-mas
DRYOREM	Dryopteris remota
DRYO-SP	Dryopteris SPECIES
DUCHIND	Duchesnea indica
DUCH-SP	Duchesnea SPECIES
DYSPAMB	Dysphania ambrosioides
DYSPBOT	Dysphania botrys
DYSPMEL	Dysphania melanocarpa
DYSPPUM	Dysphania pumilio
DYSPSCH	Dysphania schraderiana
DYSP-SP	Dysphania SPECIES
ECBAELA	Ecballium elaterium
ECBA-SP	Ecballium SPECIES
EGERDEN	Egeria densa
EGER-SP	Egeria SPECIES
EHRHLON	Ehrharta longiflora
EHRH-SP	Ehrharta SPECIES
ECHEELE	Echeveria elegans
ECHE-SP	Echeveria SPECIES
ECHIPUR	Echinacea purpurea
ECHI-SP	Echinacea SPECIES
ECHNLOB	Echinocystis lobata
ECHN-SP	Echinocystis SPECIES
ECHOCOL	Echinochloa colona
ECHOCRU	Echinochloa crus-galli
ECHOESC	Echinochloa esculenta
ECHOFRU	Echinochloa frumentacea
ECHOMUR	Echinochloa muricata
ECHOORY	Echinochloa oryzoides
ECHO-SP	Echinochloa SPECIES
ECHPEXA	Echinops exaltatus
ECHPRIT	Echinops ritro
ECHPR-R	Echinops ritro subsp. ruthenicus
ECHP-SP	Echinops SPECIES
ECHPSPH	Echinops sphaerocephalus
ECHUMAC	Echium maculatum
ECHUPLA	Echium plantagineum
ECHU-SP	Echium SPECIES
ECHUVUL	Echium vulgare
EICHCRA	Eichhornia crassipes
EICH-SP	Eichhornia SPECIES
ELAEANG	Elaeagnus angustifolia
ELAECOM	Elaeagnus commutata
ELAE-SP	Elaeagnus SPECIES
ELAEUMB	Elaeagnus umbellata
ELATALS	Elatine alsinastrum
ELATHEX	Elatine hexandra
ELATHYD	Elatine hydropiper
ELAT#HY	Elatine hydropiper agg.
ELATHYR	Elatine hydropiper s. l.
ELATORT	Elatine orthosperma
ELAT-SP	Elatine SPECIES
ELATTRI	Elatine triandra
ELEOACI	Eleocharis acicularis
ELEOMAM	Eleocharis mamillata
ELEOM-A	Eleocharis mamillata subsp. austriaca
ELEOM-M	Eleocharis mamillata subsp. mamillata
ELEOOVA	Eleocharis ovata
ELEOPAL	Eleocharis palustris
ELEO#PA	Eleocharis palustris agg.
ELEOP-P	Eleocharis palustris subsp. palustris
ELEOP-W	Eleocharis palustris subsp. waltersii
ELEOQUI	Eleocharis quinqueflora
ELEO-SP	Eleocharis SPECIES
ELEOUNI	Eleocharis uniglumis
ELEOU-S	Eleocharis uniglumis subsp. sterneri
ELEOU-U	Eleocharis uniglumis subsp. uniglumis
ELEUCOR	Eleusine coracana
ELEUC-C	Eleusine coracana subsp. coracana
ELEUIND	Eleusine indica
ELEU-SP	Eleusine SPECIES
ELEUTRI	Eleusine tristachya
ELODCAN	Elodea canadensis
ELODNUT	Elodea nuttallii
ELOD-SP	Elodea SPECIES
ELSHCIL	Elsholtzia ciliata
ELSH-SP	Elsholtzia SPECIES
ELYM*MU	Elymus ×mucronatus
ELYMCAN	Elymus canadensis
ELYMCAI	Elymus caninus
ELYMHIS	Elymus hispidus
ELYMH;H	Elymus hispidus var. hispidus
ELYMH;V	Elymus hispidus var. villosus
ELYMREP	Elymus repens
ELYMR-R	Elymus repens subsp. repens
ELYM-SP	Elymus SPECIES
ELYMTRA	Elymus trachycaulus
EMPEHER	Empetrum hermaphroditum
EMPE*NI	Empetrum hermaphroditum × E. nigrum
EMPENIG	Empetrum nigrum
EMPE#NI	Empetrum nigrum agg.
EMPE-SP	Empetrum SPECIES
EPIL*AG	Epilobium ×aggregatum
EPIL*AM	Epilobium ×amphibolum
EPIL*BE	Epilobium ×beckhausii
EPIL*BO	Epilobium ×boissieri
EPIL*BR	Epilobium ×brachiatum
EPIL*CE	Epilobium ×celakovskyanum
EPIL*DA	Epilobium ×dacicum
EPIL*DS	Epilobium ×dasycarpum
EPIL*DE	Epilobium ×decipiens
EPIL*DU	Epilobium ×duftii
EPIL*ER	Epilobium ×erroneum
EPIL*FI	Epilobium ×finitimum
EPIL*FL	Epilobium ×floridulum
EPIL*FO	Epilobium ×fossicola
EPIL*GL	Epilobium ×glanduligerum
EPIL*GO	Epilobium ×goerzii
EPIL*GR	Epilobium ×grenieri
EPIL*HA	Epilobium ×haussknechtianum
EPIL*HY	Epilobium ×haynaldianum
EPIL*HE	Epilobium ×hectori-leveilleanum
EPIL*HT	Epilobium ×heterocaule
EPIL*IG	Epilobium ×iglaviense
EPIL*IN	Epilobium ×interjectum
EPIL*JO	Epilobium ×josefi-holubii
EPIL*KR	Epilobium ×krausei
EPIL*LA	Epilobium ×laschianum
EPIL*LI	Epilobium ×limosum
EPIL*ME	Epilobium ×mentiens
EPIL*MO	Epilobium ×montaniforme
EPIL*NO	Epilobium ×novae-civitatis
EPIL*NU	Epilobium ×nutantiflorum
EPIL*PE	Epilobium ×percollinum
EPIL*PR	Epilobium ×persicinum
EPIL*PO	Epilobium ×probstii
EPIL*PC	Epilobium ×prochazkae
EPIL*PS	Epilobium ×pseudotrigonum
EPIL*PU	Epilobium ×purpureum
EPIL*RI	Epilobium ×rivulare
EPIL*RV	Epilobium ×rivulicola
EPIL*SE	Epilobium ×semiadnatum
EPIL*SC	Epilobium ×schmidtianum
EPIL*SH	Epilobium ×schulzeanum
EPIL*SI	Epilobium ×similatum
EPIL*SU	Epilobium ×subhirsutum
EPIL*UE	Epilobium ×uechtritzianum
EPIL*VI	Epilobium ×vicinum
EPIL*WA	Epilobium ×waterfallii
EPIL*WE	Epilobium ×weissenburgense
EPILADE	Epilobium adenocaulon
EPILALP	Epilobium alpestre
EPILALS	Epilobium alsinifolium
EPILANA	Epilobium anagallidifolium
EPILANG	Epilobium angustifolium
EPILBRA	Epilobium brachycarpum
EPILCOL	Epilobium collinum
EPILDOD	Epilobium dodonaei
EPILHIR	Epilobium hirsutum
EPILKOM	Epilobium komarovianum
EPILLAM	Epilobium lamyi
EPILLAN	Epilobium lanceolatum
EPILMON	Epilobium montanum
EPILNUT	Epilobium nutans
EPILOBS	Epilobium obscurum
EPILPAL	Epilobium palustre
EPILPAR	Epilobium parviflorum
EPILROS	Epilobium roseum
EPIL-SP	Epilobium SPECIES
EPILTET	Epilobium tetragonum
EPIL#TE	Epilobium tetragonum agg.
EPIM*PE	Epimedium ×perralchicum
EPIMALP	Epimedium alpinum
EPIM-SP	Epimedium SPECIES
EPIP*BR	Epipactis ×breinerorum
EPIP*GA	Epipactis ×gauckleri
EPIP*HA	Epipactis ×hanseniorum
EPIP*HE	Epipactis ×heterogama
EPIP*KE	Epipactis ×kezlinekii
EPIP*ME	Epipactis ×merediorum
EPIP*RE	Epipactis ×reinekei
EPIP*SC	Epipactis ×schmalhausenii
EPIPALB	Epipactis albensis
EPIPATR	Epipactis atrorubens
EPIPDIS	Epipactis distans
EPIPEXI	Epipactis exilis
EPIPFUT	Epipactis futakii
EPIPGRE	Epipactis greuteri
EPIPHEL	Epipactis helleborine
EPIPLEP	Epipactis leptochila
EPIPLEU	Epipactis leutei
EPIPMIC	Epipactis microphylla
EPIPMOR	Epipactis moravica
EPIPMUE	Epipactis muelleri
EPIPNEG	Epipactis neglecta
EPIPPAL	Epipactis palustris
EPIPPON	Epipactis pontica
EPIPPSE	Epipactis pseudopurpurata
EPIPPUR	Epipactis purpurata
EPIP-SP	Epipactis SPECIES
EPIPTAL	Epipactis tallosii
EPIPVOE	Epipactis voethii
EPIOAPH	Epipogium aphyllum
EPIO-SP	Epipogium SPECIES
EQUI*LI	Equisetum ×littorale
EQUI*ME	Equisetum ×meridionale
EQUI*MO	Equisetum ×moorei
EQUIARV	Equisetum arvense
EQUIA-A	Equisetum arvense subsp. arvense
EQUIFLU	Equisetum fluviatile
EQUIHYE	Equisetum hyemale
EQUIPAL	Equisetum palustre
EQUIPRA	Equisetum pratense
EQUIRAM	Equisetum ramosissimum
EQUI-SP	Equisetum SPECIES
EQUISYL	Equisetum sylvaticum
EQUITEL	Equisetum telmateia
EQUIVAR	Equisetum variegatum
ERAGALB	Eragrostis albensis
ERAGCIL	Eragrostis cilianensis
ERAGMEX	Eragrostis mexicana
ERAGMIN	Eragrostis minor
ERAGMUL	Eragrostis multicaulis
ERAGPEC	Eragrostis pectinacea
ERAGPIL	Eragrostis pilosa
ERAG#PI	Eragrostis pilosa agg.
ERAG-SP	Eragrostis SPECIES
ERAGSUA	Eragrostis suaveolens
ERAGTEF	Eragrostis tef
ERANHYE	Eranthis hyemalis
ERAN-SP	Eranthis SPECIES
ERECHIE	Erechtites hieraciifolius
EREC-SP	Erechtites SPECIES
ERIARAV	Erianthus ravennae
ERIA-SP	Erianthus SPECIES
ERICCAR	Erica carnea
ERIC-SP	Erica SPECIES
ERICTET	Erica tetralix
ERIGACR	Erigeron acris
ERIG*AN	Erigeron acris × E. angulosus
ERIG*MA	Erigeron acris × E. macrophyllus
ERIG#AC	Erigeron acris agg.
ERIGANG	Erigeron angulosus
ERIGANN	Erigeron annuus
ERIG#AN	Erigeron annuus agg.
ERIGA-A	Erigeron annuus subsp. annuus
ERIGA-S	Erigeron annuus subsp. septentrionalis
ERIGMAC	Erigeron macrophyllus
ERIG*MU	Erigeron macrophyllus × E. muralis
ERIGMUR	Erigeron muralis
ERIGPOD	Erigeron podolicus
ERIG-SP	Erigeron SPECIES
ERIGSPE	Erigeron speciosus
ERIGSTR	Erigeron strigosus
ERIOPRO	Eriochloa procera
ERIOPUN	Eriochloa punctata
ERIO-SP	Eriochloa SPECIES
ERIOVIL	Eriochloa villosa
ERIPANG	Eriophorum angustifolium
ERIPGRA	Eriophorum gracile
ERIPLAT	Eriophorum latifolium
ERIP-SP	Eriophorum SPECIES
ERIPVAG	Eriophorum vaginatum
ERODBOT	Erodium botrys
ERODCIC	Erodium cicutarium
ERODGRU	Erodium gruinum
ERODMOS	Erodium moschatum
ERODNEU	Erodium neuradifolium
EROD-SP	Erodium SPECIES
EROPSPA	Erophila spathulata
EROP-SP	Erophila SPECIES
EROPVER	Erophila verna
ERUCSAT	Eruca sativa
ERUC-SP	Eruca SPECIES
ERUAGAL	Erucastrum gallicum
ERUANAS	Erucastrum nasturtiifolium
ERUA-SP	Erucastrum SPECIES
ERYNAME	Eryngium amethystinum
ERYNCAM	Eryngium campestre
ERYNGIG	Eryngium giganteum
ERYNMAR	Eryngium maritimum
ERYNPLA	Eryngium planum
ERYN-SP	Eryngium SPECIES
ERYSAND	Erysimum andrzejowskianum
ERYSCAP	Erysimum capitatum
ERYSC;P	Erysimum capitatum var. purshii
ERYSCRE	Erysimum crepidifolium
ERYSDIF	Erysimum diffusum
ERYS#DI	Erysimum diffusum agg.
ERYSDUR	Erysimum durum
ERYSCHE	Erysimum cheiranthoides
ERYSCHI	Erysimum cheiri
ERYSODO	Erysimum odoratum
ERYSPER	Erysimum perofskianum
ERYSREP	Erysimum repandum
ERYS-SP	Erysimum SPECIES
ERYSVIR	Erysimum virgatum
ERYS#VI	Erysimum virgatum agg.
ERYTDEN	Erythronium dens-canis
ERYT-SP	Erythronium SPECIES
ESCHCAL	Eschscholzia californica
ESCH-SP	Eschscholzia SPECIES
EUCL-SP	Euclidium SPECIES
EUCLSYR	Euclidium syriacum
EUDICOE	Eudianthe coeli-rosa
EUDI-SP	Eudianthe SPECIES
EUONEUR	Euonymus europaeus
EUONFOR	Euonymus fortunei
EUON-SP	Euonymus SPECIES
EUONVER	Euonymus verrucosus
EUPACAN	Eupatorium cannabinum
EUPA-SP	Eupatorium SPECIES
EUPH*AN	Euphorbia ×angustata
EUPH*PA	Euphorbia ×paradoxa
EUPH*PE	Euphorbia ×peisonis
EUPH*PS	Euphorbia ×pseudoesula
EUPH*PU	Euphorbia ×pseudolucida
EUPH*PD	Euphorbia ×pseudovirgata
EUPHAGR	Euphorbia agraria
EUPHAMY	Euphorbia amygdaloides
EUPHANG	Euphorbia angulata
EUPHCYP	Euphorbia cyparissias
EUPHDUL	Euphorbia dulcis
EUPHEPI	Euphorbia epithymoides
EUPHESU	Euphorbia esula
EUPH#ES	Euphorbia esula agg.
EUPHE;R	Euphorbia esula var. riparia
EUPHEXI	Euphorbia exigua
EUPHFAL	Euphorbia falcata
EUPHHEL	Euphorbia helioscopia
EUPHHUM	Euphorbia humifusa
EUPHCHA	Euphorbia chamaesyce
EUPHILL	Euphorbia illirica
EUPHLAG	Euphorbia lagascae
EUPHLAT	Euphorbia lathyris
EUPHLUC	Euphorbia lucida
EUPHMAC	Euphorbia maculata
EUPHMAR	Euphorbia marginata
EUPHMYR	Euphorbia myrsinites
EUPHPAL	Euphorbia palustris
EUPHPEP	Euphorbia peplus
EUPHPLA	Euphorbia platyphyllos
EUPHP-L	Euphorbia platyphyllos subsp. literata
EUPHP-P	Euphorbia platyphyllos subsp. platyphyllos
EUPHPRO	Euphorbia prostrata
EUPHSAL	Euphorbia salicifolia
EUPHSEG	Euphorbia seguieriana
EUPHS-M	Euphorbia seguieriana subsp. minor
EUPHS-S	Euphorbia seguieriana subsp. seguieriana
EUPH-SP	Euphorbia SPECIES
EUPHSTR	Euphorbia stricta
EUPHTAU	Euphorbia taurinensis
EUPHVIR	Euphorbia virgata
EUPR*GL	Euphrasia ×glanduligera
EUPR*HA	Euphrasia ×haussknechtii
EUPR*HY	Euphrasia ×hybrida
EUPR*LE	Euphrasia ×lerschii
EUPR*VA	Euphrasia ×valentinii
EUPRCOE	Euphrasia coerulea
EUPRMIC	Euphrasia micrantha
EUPR*NE	Euphrasia micrantha × E. nemorosa subsp. nemorosa
EUPR#MI	Euphrasia minima agg.
EUPRNEM	Euphrasia nemorosa
EUPR#NE	Euphrasia nemorosa agg.
EUPROFF	Euphrasia officinalis
EUPRO-P	Euphrasia officinalis subsp. picta
EUPRO-R	Euphrasia officinalis subsp. rostkoviana
EUPRO;M	Euphrasia officinalis var. monticola
EUPRO;R	Euphrasia officinalis var. rostkoviana
EUPRSAL	Euphrasia salisburgensis
EUPR-SP	Euphrasia SPECIES
EUPRSTR	Euphrasia stricta
EUPRTAT	Euphrasia tatrae
EURYDIV	Eurybia divaricata
EURYMAC	Eurybia macrophylla
EURY-SP	Eurybia SPECIES
FAGOESC	Fagopyrum esculentum
FAGO-SP	Fagopyrum SPECIES
FAGOTAT	Fagopyrum tataricum
FAGU-SP	Fagus SPECIES
FAGUSYL	Fagus sylvatica
FALC-SP	Falcaria SPECIES
FALCVUL	Falcaria vulgaris
FALL*CO	Fallopia ×convolvuloides
FALLAUB	Fallopia aubertii
FALLCON	Fallopia convolvulus
FALLDUM	Fallopia dumetorum
FALL-SP	Fallopia SPECIES
FERUCON	Ferulago confusa
FERU-SP	Ferulago SPECIES
FESTALB	Festuca albensis
FESTALT	Festuca altissima
FESTAME	Festuca amethystina
FESTA-A	Festuca amethystina subsp. amethystina
FESTARU	Festuca arundinacea
FEST*LO	Festuca arundinacea × Lolium multiflorum
FESTA-R	Festuca arundinacea subsp. arundinacea
FESTA-U	Festuca arundinacea subsp. uechtritziana
FESTBRE	Festuca brevipila
FESTCSI	Festuca csikhegyensis
FESTDRY	Festuca drymeja
FESTFIL	Festuca filiformis
FESTGIG	Festuca gigantea
FESTGUE	Festuca guestfalica
FESTHET	Festuca heterophylla
FESTOVI	Festuca ovina
FEST#OV	Festuca ovina agg.
FESTOVN	Festuca ovina s. l.
FESTPAL	Festuca pallens
FESTPAE	Festuca pallens s. l.
FESTPRA	Festuca pratensis
FEST#PR	Festuca pratensis agg.
FESTPSA	Festuca psammophila
FESTP-D	Festuca psammophila subsp. dominii
FESTP-P	Festuca psammophila subsp. psammophila
FESTPSE	Festuca pseudodalmatica
FESTPUL	Festuca pulchra
FESTRUB	Festuca rubra
FEST*VU	Festuca rubra × Vulpia myuros
FESTR-C	Festuca rubra subsp. commutata
FESTR-F	Festuca rubra subsp. fallax
FESTR-J	Festuca rubra subsp. juncea
FESTR-R	Festuca rubra subsp. rubra
FESTRUP	Festuca rupicola
