ShortName	FullName
CALS-SP	Callistephus species
CALTCOP	Callitriche cophocarpa
CALTHAM	Callitriche hamulata
CALTHER	Callitriche hermaphroditica
CALTPAL	Callitriche palustris
CALT#PA	Callitriche palustris agg.
CALTPLA	Callitriche platycarpa
CALT-SP	Callitriche species
CALTSTA	Callitriche stagnalis
CALU-SP	Calluna species
CALUVUL	Calluna vulgaris
CALOALN	Caloplaca alnetorum
CALOALO	Caloplaca alociza
CALOALP	Caloplaca alpigena
CALOAMM	Caloplaca ammiospila
CALOANC	Caloplaca anchon-phoeniceon
CALOARA	Caloplaca aractina
CALOARE	Caloplaca arenaria
CALOARN	Caloplaca arnoldii
CALOASS	Caloplaca assigena
CALOATR	Caloplaca atroflava
CALOA;S	Caloplaca atroflava var. submersa
CALOAUR	Caloplaca aurantia
CALOAUE	Caloplaca aurea
CALOBIA	Caloplaca biatorina
CALOB;B	Caloplaca biatorina var. biatorina
CALOCAC	Caloplaca cacuminatum
CALOCAE	Caloplaca caesiorufa
CALOCAS	Caloplaca castellana
CALOCER	Caloplaca cerina
CALOC;C	Caloplaca cerina var. cerina
CALOC;H	Caloplaca cerina var. chloroleuca
CALOC;M	Caloplaca cerina var. muscorum
CALOCEI	Caloplaca cerinella
CALOCEN	Caloplaca cerinelloides
CALOCIR	Caloplaca cirrochroa
CALOCIT	Caloplaca citrina
CALOC;A	Caloplaca citrina var. arcis
CALOCOC	Caloplaca coccinea
CALOCON	Caloplaca conciliascens
CALOCOV	Caloplaca conversa
CALOCOR	Caloplaca coronata
CALOCRE	Caloplaca crenularia
CALODEC	Caloplaca decipiens
CALODEL	Caloplaca declarata
CALODIP	Caloplaca diphyodes
CALODOL	Caloplaca dolomiticola
CALOEPI	Caloplaca epiphyta
CALOEPT	Caloplaca epithallina
CALOEXS	Caloplaca exsecuta
CALOFER	Caloplaca ferruginea
CALOFLA	Caloplaca flavescens
CALOFLV	Caloplaca flavorubens
CALOFLO	Caloplaca flavovirescens
CALOFUR	Caloplaca furfuracea
CALOGRA	Caloplaca granulosa
CALOGRI	Caloplaca grimmiae
CALOHAV	Caloplaca havaasii
CALOHER	Caloplaca herbidella
CALOHOL	Caloplaca holocarpa
CALOHUN	Caloplaca hungarica
CALOCHA	Caloplaca chalybaea
CALOCHL	Caloplaca chlorina
CALOC;L	Caloplaca chlorina var. chlorina
CALOCHR	Caloplaca chrysodeta
CALOINC	Caloplaca inconnexa
CALOINS	Caloplaca insularis
CALOIRR	Caloplaca irrubescens
CALOISI	Caloplaca isidiigera
CALOJUN	Caloplaca jungermanniae
CALOKEI	Caloplaca keissleri
CALOLAC	Caloplaca lactea
CALOL;A	Caloplaca lactea f. aestimabilis
CALOLEP	Caloplaca leptocheila
CALOLIT	Caloplaca lithophila
CALOLIV	Caloplaca livida
CALOLOB	Caloplaca lobulata
CALOLUC	Caloplaca lucifuga
CALOLUT	Caloplaca luteoalba
CALOMAG	Caloplaca magnifilii
CALOMIC	Caloplaca microphyllina
CALONIV	Caloplaca nivalis
CALONUB	Caloplaca nubigena
CALOOAS	Caloplaca oasis
CALOOBL	Caloplaca obliterans
CALOOBS	Caloplaca obscurella
CALOOCH	Caloplaca ochracea
CALOPAU	Caloplaca paulii
CALOPER	Caloplaca percrocata
CALOPOL	Caloplaca polycarpa
CALOPRO	Caloplaca proteus
CALORUB	Caloplaca rubelliana
CALOSAX	Caloplaca saxicola
CALOSAI	Caloplaca saxifragarum
CALOSCO	Caloplaca scotoplaca
CALOSCR	Caloplaca scrobiculata
CALOSCH	Caloplaca schoeferi
CALOSIN	Caloplaca sinapisperma
CALOSOR	Caloplaca sorocarpa
CALO-SP	Caloplaca species
CALOSTE	Caloplaca steropea
CALOSTI	Caloplaca stillicidiorum
CALOSUB	Caloplaca subpallida
CALOTEI	Caloplaca teicholyta
CALOTET	Caloplaca tetraspora
CALOTIR	Caloplaca tiroliensis
CALOTOM	Caloplaca tominii
CALOTOR	Caloplaca tornoensis
CALOTRI	Caloplaca tristiuscula
CALOVAR	Caloplaca variabilis
CALOVIT	Caloplaca vitellinaria
CALOVIE	Caloplaca vitellinula
CALOXAN	Caloplaca xantholyta
CALOXER	Caloplaca xerica
CALHPAL	Caltha palustris
CALHP-C	Caltha palustris ssp. cornuta
CALHP-L	Caltha palustris ssp. laeta
CALHP-P	Caltha palustris ssp. palustris
CALHP-R	Caltha palustris ssp. procumbens
CALH-SP	Caltha species
CALYFLO	Calycanthus floridus
CALY-SP	Calycanthus species
CALPERO	Calymperes erosum
CALP-SP	Calymperes species
CALBARG	Calypogeia arguta
CALBAZU	Calypogeia azurea
CALBFIS	Calypogeia fissa
CALBINT	Calypogeia integristipula
CALBMUE	Calypogeia muelleriana
CALBNEE	Calypogeia neesiana
CALB-SP	Calypogeia species
CALBSPH	Calypogeia sphagnicola
CALBSUE	Calypogeia suecica
CALDAPI	Calyptrochaete apiculata
CALD-SP	Calyptrochaete species
CALFPUL	Calystegia pulchra
CALFSEP	Calystegia sepium
CALF-SP	Calystegia species
CAMEALY	Camelina alyssum
CAMEA-A	Camelina alyssum ssp. alyssum
CAMEA-I	Camelina alyssum ssp. integerrima
CAMELAX	Camelina laxa
CAMEMIC	Camelina microcarpa
CAMEM-M	Camelina microcarpa ssp. microcarpa
CAMEM-P	Camelina microcarpa ssp. pilosa
CAMERUM	Camelina rumelica
CAMESAT	Camelina sativa
CAMES;S	Camelina sativa var. sativa
CAMES;Z	Camelina sativa var. zingeri
CAME-SP	Camelina species
CAMPALL	Campanula alliariifolia
CAMPBAR	Campanula barbata
CAMPBOH	Campanula bohemica
CAMP*RO	Campanula bohemica x rotundifolia
CAMPBON	Campanula bononiensis
CAMPCER	Campanula cervicaria
CAMPGEL	Campanula gelida
CAMPGEN	Campanula gentilis
CAMPGLO	Campanula glomerata
CAMPG-F	Campanula glomerata ssp. farinosa
CAMPG-G	Campanula glomerata ssp. glomerata
CAMPLAC	Campanula lactiflora
CAMPLAT	Campanula latifolia
CAMPMED	Campanula medium
CAMPMOR	Campanula moravica
CAMPPAT	Campanula patula
CAMPPER	Campanula persicifolia
CAMPRAP	Campanula rapunculoides
CAMPRAU	Campanula rapunculus
CAMPRHO	Campanula rhomboidalis
CAMP*RT	Campanula rhomboidalis x rotundifolia
CAMPROT	Campanula rotundifolia
CAMP#RO	Campanula rotundifolia agg.
CAMPR-R	Campanula rotundifolia ssp. rotundifolia
CAMPR-S	Campanula rotundifolia ssp. sudetica
CAMPSIB	Campanula sibirica
CAMPS-S	Campanula sibirica ssp. sibirica
CAMP-SP	Campanula species
CAMPTHY	Campanula thyrsoides
CAMPT-T	Campanula thyrsoides ssp. thyrsoides
CAMPTRA	Campanula trachelium
CAMSRAD	Campsis radicans
CAMS-SP	Campsis species
CAMYCAL	Campylium calcareum
CAMYELO	Campylium elodes
CAMYHAL	Campylium halleri
CAMYCHR	Campylium chrysophyllum
CAMYLAX	Campylium laxifolium
CAMYLON	Campylium longicuspis
CAMYPOL	Campylium polygamum
CAMYSOM	Campylium sommerfeltii
CAMY-SP	Campylium species
CAMYSTE	Campylium stellatum
CAMYS;P	Campylium stellatum var. protensum
CAMYS;S	Campylium stellatum var. stellatum
CAMLATR	Campylopus atrovirens
CAMLA;A	Campylopus atrovirens var. adustus
CAMLA;T	Campylopus atrovirens var. atrovirens
CAMLBRE	Campylopus brevipilus
CAMLFLE	Campylopus flexuosus
CAMLFRA	Campylopus fragilis
CAMLGRA	Campylopus gracilis
CAMLINT	Campylopus introflexus
CAMLOER	Campylopus oerstedianus
CAMLPIL	Campylopus pilifer
CAMLPYR	Campylopus pyriformis
CAMLSET	Campylopus setifolius
CAMLSHA	Campylopus shawii
CAMLSCH	Campylopus schimperi
CAML-SP	Campylopus species
CAMLSUB	Campylopus subulatus
CAMOSAX	Campylostelium saxicola
CAMO-SP	Campylostelium species
CAMOSTR	Campylostelium strictum
CANDCON	Candelaria concolor
CAND-SP	Candelaria species
CANEAUR	Candelariella aurella
CANEA;S	Candelariella aurella f. smaragdula
CANEA;U	Candelariella aurella var. unilocularis
CANECOR	Candelariella coralliza
CANEEFF	Candelariella efflorescens
CANEKUU	Candelariella kuusamoensis
CANELUT	Candelariella lutella
CANEMED	Candelariella medians
CANEPLU	Candelariella plumbea
CANEREF	Candelariella reflexa
CANE-SP	Candelariella species
CANESUB	Candelariella subdeflexa
CANEVIT	Candelariella vitellina
CANEXAN	Candelariella xanthostigma
CANNSAT	Cannabis sativa
CANNS;I	Cannabis sativa nvar. intersita
CANNS;S	Cannabis sativa var. sativa
CANNS;P	Cannabis sativa var. spontanea
CANN-SP	Cannabis species
CAPSBUR	Capsella bursa-pastoris
CAPSRUB	Capsella rubella
CAPS-SP	Capsella species
CAPIANN	Capsicum annuum
CAPI-SP	Capsicum species
CARAARB	Caragana arborescens
CARAFRU	Caragana frutex
CARA-SP	Caragana species
CARBAGG	Carbonea aggregantula
CARBASS	Carbonea assimilis
CARBATR	Carbonea atronivea
CARBHAL	Carbonea halacsyi
CARB-SP	Carbonea species
CARBSUP	Carbonea supersparsa
CARBVIT	Carbonea vitellinaria
CARBVOR	Carbonea vorticosa
CARDAMA	Cardamine amara
CARDA-A	Cardamine amara ssp. amara
CARDA-U	Cardamine amara ssp. austriaca
CARDA-O	Cardamine amara ssp. opicii
CARDDEN	Cardamine dentata
CARD*PR	Cardamine dentata x pratensis
CARDFLE	Cardamine flexuosa
CARDHIR	Cardamine hirsuta
CARDCHE	Cardamine chelidonia
CARDIMP	Cardamine impatiens
CARDMAT	Cardamine matthioli
CARDPAR	Cardamine parviflora
CARDPRA	Cardamine pratensis
CARD#PR	Cardamine pratensis agg.
CARDRES	Cardamine resedifolia
CARD-SP	Cardamine species
CARDTRI	Cardamine trifolia
CARD*PA	Cardamine x smejkalii (C. matthioli x pratensis)
CARUACA	Carduus acanthoides
CARUCRI	Carduus crispus
CARUNUT	Carduus nutans
CARUPER	Carduus personata
CARUP-P	Carduus personata ssp. personata
CARU-SP	Carduus species
CARU*PE	Carduus x grenieri (C. nutans x personata)
CARU*CR	Carduus x leptocephalus (C. acanthoides x crispus)
CARU*NU	Carduus x orthocephalus (C. acanthoides x nutans)
CARU*PR	Carduus x sepincola (C. crispus x personata)
CARU*NT	Carduus x stangii (C. crispus x nutans)
CAREACU	Carex acuta
CAREA-A	Carex acuta ssp. acuta
CAREA-I	Carex acuta ssp. intermedia
CAREACT	Carex acutiformis
CAREALB	Carex alba
CAREAPP	Carex appropinquata
CAREATE	Carex aterrima
CAREATR	Carex atrata
CARE#AT	Carex atrata agg.
CAREBIG	Carex bigelowii
CAREBOH	Carex bohemica
CAREBRE	Carex brevicollis
CAREBRI	Carex brizoides
CARE*PS	Carex brizoides x pseudobrizoides
CAREBRU	Carex brunnescens
CAREBRN	Carex brunnescens+canescens
CAREBUE	Carex buekii
CAREBUX	Carex buxbaumii
CARE#BU	Carex buxbaumii agg.
CARECAN	Carex canescens
CARECAP	Carex capillaris
CARECAR	Carex caryophyllea
CARECES	Carex cespitosa
CARECUR	Carex curvata
CAREDAV	Carex davalliana
CAREDEM	Carex demissa
CARE*LE	Carex demissa x lepidocarpa
CAREDER	Carex derelicta
CAREDIA	Carex diandra
CAREDIG	Carex digitata
CARED;D	Carex digitata var. digitata
CARED;P	Carex digitata var. pallens
CAREDIO	Carex dioica
CAREDIS	Carex distans
CAREDIT	Carex disticha
CAREDIV	Carex divulsa
CAREECH	Carex echinata
CAREELA	Carex elata
CAREE-E	Carex elata ssp. elata
CAREELO	Carex elongata
CAREERI	Carex ericetorum
CAREFLA	Carex flacca
CAREF-F	Carex flacca ssp. flacca
CAREFLV	Carex flava
CARE#FL	Carex flava agg.
CAREFRI	Carex fritschii
CAREHAR	Carex hartmanii
CAREHIR	Carex hirta
CAREHOR	Carex hordeistichos
CAREHOS	Carex hostiana
CAREHUM	Carex humilis
CARECHO	Carex chordorrhiza
CARELAS	Carex lasiocarpa
CARELEE	Carex leersii
CARELEP	Carex lepidocarpa
CARELEO	Carex leporina
CARELIM	Carex limosa
CAREMAC	Carex macroura
CAREMAG	Carex magellanica
CAREMEL	Carex melanostachya
CAREMIC	Carex michelii
CAREMON	Carex montana
CAREMUR	Carex muricata
CARE#MU	Carex muricata agg.
CAREMUI	Carex muricata+pairae
CARENIG	Carex nigra
CAREOBT	Carex obtusata
CAREOED	Carex oederi
CAREORN	Carex ornithopoda
CAREOTO	Carex otomana
CAREOTR	Carex otrubae
CAREPAI	Carex pairae
CAREPAL	Carex pallescens
CAREPAN	Carex panicea
CAREPAC	Carex paniculata
CAREPAU	Carex pauciflora
CARE#PE	Carex pediformis agg.
CAREPEN	Carex pendula
CAREPIL	Carex pilosa
CAREPIU	Carex pilulifera
CAREPRA	Carex praecox
CARE#PR	Carex praecox agg.
CAREPSE	Carex pseudobrizoides
CAREPSU	Carex pseudocyperus
CAREPUL	Carex pulicaris
CAREREM	Carex remota
CARERHI	Carex rhizina
CARERIP	Carex riparia
CAREROS	Carex rostrata
CARERUP	Carex rupestris
CARESEC	Carex secalina
CARE-SP	Carex species
CARESPI	Carex spicata
CARESTE	Carex stenophylla
CARESTR	Carex strigosa
CARESUP	Carex supina
CARESYL	Carex sylvatica
CARETOM	Carex tomentosa
CAREUMB	Carex umbrosa
CAREVAG	Carex vaginata
CAREVES	Carex vesicaria
CAREVUL	Carex vulpina
CARE#VU	Carex vulpina agg.
CARE*PA	Carex x albertii (C. flacca x panicea)
CARE*CE	Carex x allolepis (C. acuta x cespitosa)
CARE*FL	Carex x alsatica (C. demissa x flava)
CARE*OE	Carex x appeliana (C. hostiana x oederi)
CARE*AC	Carex x auroniensis (C. acuta x acutiformis)
CARE*PN	Carex x beckmannii (C. diandra x paniculata)
CARE*RE	Carex x boenninghausiana (C. paniculata x remota)
CARE*NI	Carex x bolina (C. cespitosa x nigra)
CARE*VE	Carex x csomadensis (C. riparia x vesicaria)
CARE*NG	Carex x decolorans (C. bigelowii x nigra)
CARE*NR	Carex x elytroides (C. acuta x nigra)
CARE*DI	Carex x figertii (C. davalliana x dioica)
CARE*EC	Carex x gaudiniana (C. dioica x echinata)
CARE*PI	Carex x ginsiensis (C. montana x pilulifera)
CARE*UM	Carex x interjecta (C. caryophyllea x umbrosa)
CARE*VS	Carex x involuta (C. rostrata x vesicaria)
CARE*LP	Carex x leutzii (C. hostiana x lepidocarpa)
CARE*NA	Carex x ligniciensis (C. buekii x nigra)
CARE*DA	Carex x limnogena (C. appropinquata x diandra)
CARE*RM	Carex x ohmuelleriana (C. brizoides x remota)
CARE*EL	Carex x prolixa (C. acuta x elata)
CARE*PC	Carex x rotae (C. appropinquata x paniculata)
CARE*LI	Carex x ruedtii (C. flava x lepidocarpa)
CARE*OD	Carex x schatzii (C. lepidocarpa x oederi)
CARE*EA	Carex x strictiformis (C. cespitosa x elata)
CARE*ST	Carex x suziella (C. praecox x stenophylla)
CARE*RI	Carex x toezensis (C. melanostachya x riparia)
CARE*NB	Carex x turfosa (C. elata x nigra)
CARE*PL	Carex x villacensis (C. fritschii x pilulifera)
CARE*BU	Carex x vratislaviensis (C. acuta x buekii)
CARE*HO	Carex x xanthocarpa (C. flava x hostiana)
CARLACA	Carlina acaulis
CARLA-A	Carlina acaulis ssp. acaulis
CARLA-C	Carlina acaulis ssp. caulescens
CARLBIE	Carlina biebersteinii
CARLB-B	Carlina biebersteinii ssp. biebersteinii
CARLB-R	Carlina biebersteinii ssp. brevibracteata
CARLB-S	Carlina biebersteinii ssp. sudetica
CARL-SP	Carlina species
CARLVUL	Carlina vulgaris
CARL#VU	Carlina vulgaris agg.
CARPBET	Carpinus betulus
CARPORI	Carpinus orientalis
CARP-SP	Carpinus species
CARTLAN	Carthamus lanatus
CART-SP	Carthamus species
CARTTIN	Carthamus tinctorius
CARMCAR	Carum carvi
CARM-SP	Carum species
CASTSAT	Castanea sativa
CAST-SP	Castanea species
CATAAQU	Catabrosa aquatica
CATA-SP	Catabrosa species
CATLBIG	Catalpa bignonioides
CATL-SP	Catalpa species
CATNCAE	Catananche caerulea
CATN-SP	Catananche species
CATPRIG	Catapodium rigidum
CATP-SP	Catapodium species
CATYCIN	Catapyrenium cinereum
CATYDAE	Catapyrenium daedaleum
CATYIMB	Catapyrenium imbecillum
CATYLAC	Catapyrenium lacinulatum
CATYLAH	Catapyrenium lachneum
CATYL;O	Catapyrenium lachneum var. oleosum
CATYMIC	Catapyrenium michelii
CATYNOR	Catapyrenium norvegicum
CATYPIL	Catapyrenium pilosellum
CATYRUF	Catapyrenium rufescens
CATY-SP	Catapyrenium species
CATYSQU	Catapyrenium squamulosum
CATYTRA	Catapyrenium trachyticum
CATYVEL	Catapyrenium velebiticum
CATYWAL	Catapyrenium waltheri
CATIALP	Catillaria alpina
CATIARG	Catillaria argillacea
CATIATO	Catillaria atomarioides
CATICON	Catillaria contristans
CATIDET	Catillaria detractula
CATIERY	Catillaria erysiboides
CATICHA	Catillaria chalybeia
CATIC;C	Catillaria chalybeia var. chloropoliza
CATILEN	Catillaria lenticularis
CATILOJ	Catillaria lojkana
CATIMIN	Catillaria minuta
CATINIG	Catillaria nigroclavata
CATIPRA	Catillaria praeposita
CATIRUG	Catillaria rugulosa
CATISCU	Catillaria sculpturata
CATI-SP	Catillaria species
CATISPO	Catillaria spodiza
CATRATR	Catinaria atropurpurea
CATRLAU	Catinaria laureri
CATRNEU	Catinaria neuschildii
CATR-SP	Catinaria species
CATO-SP	Catolechia species
CATOWAH	Catolechia wahlenbergii
CATSNIG	Catoscopium nigritum
CATS-SP	Catoscopium species
CAUCPLA	Caucalis platycarpos
CAUCP-M	Caucalis platycarpos ssp. muricata
CAUCP-P	Caucalis platycarpos ssp. platycarpos
CAUC-SP	Caucalis species
CECI-SP	Cecidonia species
CECIUMB	Cecidonia umbonella
CECIXEN	Cecidonia xenophana
CELAORB	Celastrus orbiculatus
CELASCA	Celastrus scandens
CELA-SP	Celastrus species
CELOARG	Celosia argentea
CELO-SP	Celosia species
CELTOCC	Celtis occidentalis
CELT-SP	Celtis species
CENCECH	Cenchrus echinatus
CENC-SP	Cenchrus species
CENTBEN	Centaurea benedicta
CENTCAL	Centaurea calcitrapa
CENTCYA	Centaurea cyanus
CENTDIF	Centaurea diffusa
CENTJAC	Centaurea jacea
CENTJ-A	Centaurea jacea ssp. angustifolia
CENTJ-J	Centaurea jacea ssp. jacea
CENT*PH	Centaurea jacea ssp. jacea x phrygia
CENTMAC	Centaurea macrocephala
CENTMEL	Centaurea melitensis
CENTMON	Centaurea montana
CENTM-M	Centaurea montana ssp. mollis
CENTM-O	Centaurea montana ssp. montana
CENTNIG	Centaurea nigra
CENTNIR	Centaurea nigrescens
CENTOXY	Centaurea oxylepis
CENTPHR	Centaurea phrygia
CENT#PH	Centaurea phrygia agg.
CENTPSE	Centaurea pseudophrygia
CENTSCA	Centaurea scabiosa
CENTS-S	Centaurea scabiosa ssp. scabiosa
CENTSOL	Centaurea solstitialis
CENT-SP	Centaurea species
CENTSTE	Centaurea stenolepis
CENTSTO	Centaurea stoebe
CENTTRI	Centaurea triumfetti
CENT*ST	Centaurea x beckiana (C. jacea x stoebe)
CENT*NI	Centaurea x extranea (C. jacea x nigrescens)
CENT*FL	Centaurea x fleischeri
CENT*OX	Centaurea x fleischeri (C. jacea x oxylepis)
CENT*NG	Centaurea x gerstlaueri (C. jacea x nigra)
CENT*OY	Centaurea x javorkae (C. nigrescens x oxylepis)
CENT*SO	Centaurea x psammogena (C. diffusa x stoebe)
CENT*PS	Centaurea x similata (C. jacea x pseudophrygia)
CENAERY	Centaurium erythraea
CENAE-E	Centaurium erythraea ssp. erythraea
CENALIT	Centaurium littorale
CENAL-C	Centaurium littorale ssp. compressum
CENA*PU	Centaurium littorale ssp. compressum x pulchellum
CENAPUL	Centaurium pulchellum
CENA-SP	Centaurium species
CENRRUB	Centranthus ruber
CENR-SP	Centranthus species
CENUMIN	Centunculus minimus
CENU-SP	Centunculus species
CEPHDAM	Cephalanthera damasonium
CEPHLON	Cephalanthera longifolia
CEPHRUB	Cephalanthera rubra
CEPH-SP	Cephalanthera species
CEPAGIG	Cephalaria gigantea
CEPA-SP	Cephalaria species
CEPASYR	Cephalaria syriaca
CEPLLEU	Cephalophysis leucospila
CEPLL;C	Cephalophysis leucospila var. caelivicina
CEPLL;L	Cephalophysis leucospila var. leucospila
CEPL-SP	Cephalophysis species
CEPOAMB	Cephalozia ambigua
CEPOBIC	Cephalozia bicuspidata
CEPOB;B	Cephalozia bicuspidata var. bicuspidata
CEPOB;L	Cephalozia bicuspidata var. lammersiana
CEPOCAT	Cephalozia catenulata
CEPOCON	Cephalozia connivens
CEPOHIB	Cephalozia hibernica
CEPOLAC	Cephalozia lacinulata
CEPOLEU	Cephalozia leucantha
CEPOLOI	Cephalozia loitlesbergeri
CEPOLUN	Cephalozia lunulifolia
CEPOMAC	Cephalozia macounii
CEPOMAR	Cephalozia macrostachya
CEPOM;M	Cephalozia macrostachya var. macrostachya
CEPOM;S	Cephalozia macrostachya var. spinifera
CEPOPLE	Cephalozia pleniceps
CEPO-SP	Cephalozia species
CEPZARC	Cephaloziella arctica
CEPZBAU	Cephaloziella baumgartneri
CEPZCAL	Cephaloziella calyculata
CEPZDEN	Cephaloziella dentata
CEPZDIV	Cephaloziella divaricata
CEPZD;D	Cephaloziella divaricata var. divaricata
CEPZD;S	Cephaloziella divaricata var. scabra
CEPZELA	Cephaloziella elachista
CEPZELE	Cephaloziella elegans
CEPZGRI	Cephaloziella grimsulana
CEPZHAM	Cephaloziella hampeana
CEPZINT	Cephaloziella integerrima
CEPZMAS	Cephaloziella massalongi
CEPZNIC	Cephaloziella nicholsonii
CEPZPHY	Cephaloziella phyllacantha
CEPZRUB	Cephaloziella rubella
CEPZR;A	Cephaloziella rubella var. arctogena
CEPZR;R	Cephaloziella rubella var. rubella
CEPZR;S	Cephaloziella rubella var. sullivantii
CEPZ-SP	Cephaloziella species
CEPZSPI	Cephaloziella spinigera
CEPZSTE	Cephaloziella stellulifera
CEPZTUR	Cephaloziella turneri
CEPZUNC	Cephaloziella uncinata
CERAALS	Cerastium alsinifolium
CERAARV	Cerastium arvense
CERAA-A	Cerastium arvense ssp. arvense
CERABIE	Cerastium biebersteinii
CERABRA	Cerastium brachypetalum
CERA#BR	Cerastium brachypetalum agg.
CERADUB	Cerastium dubium
CERAFON	Cerastium fontanum
CERA#FO	Cerastium fontanum agg.
CERAGLO	Cerastium glomeratum
CERAGLU	Cerastium glutinosum
CERAHOL	Cerastium holosteoides
CERAH-V	Cerastium holosteoides ssp. vulgare
CERALUC	Cerastium lucorum
CERAPUM	Cerastium pumilum
CERA#PU	Cerastium pumilum agg.
CERASEM	Cerastium semidecandrum
CERA-SP	Cerastium species
CERATEN	Cerastium tenoreanum
CERATOM	Cerastium tomentosum
CERTORT	Ceratocephala orthoceras
CERT-SP	Ceratocephala species
CEROCON	Ceratodon conicus
CEROHET	Ceratodon heterophyllus
CEROPUR	Ceratodon purpureus
CEROP-C	Ceratodon purpureus ssp. conicus
CEROP-P	Ceratodon purpureus ssp. purpureus
CEROP-U	Ceratodon purpureus ssp. purpureus var. brevidens
CEROP-R	Ceratodon purpureus ssp. purpureus var. purpureus
CERO-SP	Ceratodon species
CERPDEM	Ceratophyllum demersum
CERP-SP	Ceratophyllum species
CERPSUB	Ceratophyllum submersum
CERE-SP	Ceratopteris species
CERETHA	Ceratopteris thalictroides
CERCCAU	Cercidospora caudata
CERCCEC	Cercidospora cecidiiformans
CERCEPI	Cercidospora epipolytropa
CERCLIC	Cercidospora lichenicola
CERC-SP	Cercidospora species
CERCSTE	Cercidospora stereocaulorum
CERCULO	Cercidospora ulothii
CERCVER	Cercidospora verrucosaria
CERISIL	Cercis siliquastrum
CERI-SP	Cercis species
CERNMIN	Cerinthe minor
CERN-SP	Cerinthe species
CETRAGN	Cetraria agnata
CETRCOM	Cetraria commixta
CETRC;S	Cetraria commixta f. sorediella
CETRCUC	Cetraria cucullata
CETRDEL	Cetraria delisei
CETRERI	Cetraria ericetorum
CETRHEP	Cetraria hepatizon
CETRCHL	Cetraria chlorophylla
CETRISL	Cetraria islandica
CETRI-C	Cetraria islandica ssp. crispiformis
CETRLAU	Cetraria laureri
CETRNIV	Cetraria nivalis
CETROAK	Cetraria oakesiana
CETRPIN	Cetraria pinastri
CETRSEP	Cetraria sepincola
CETR-SP	Cetraria species
CETRTIL	Cetraria tilesii
CETRTUB	Cetraria tubulosa
CETECET	Cetrelia cetrarioides
CETECHI	Cetrelia chicitae
CETEOLI	Cetrelia olivetorum
CETE-SP	Cetrelia species
CICEARI	Cicer arietinum
CICE-SP	Cicer species
CICRALP	Cicerbita alpina
CICRMAC	Cicerbita macrophylla
CICRM-U	Cicerbita macrophylla ssp. uralensis
CICR-SP	Cicerbita species
CICU-SP	Cicuta species
CICUVIR	Cicuta virosa
CICHEND	Cichorium endivia
CICHINT	Cichorium intybus
CICH-SP	Cichorium species
CINCARC	Cinclidium arcticum
CINCLAT	Cinclidium latifolium
CINC-SP	Cinclidium species
CINCSTY	Cinclidium stygium
CINCSUB	Cinclidium subrotundum
CINLAQU	Cinclidotus aquaticus
CINLDAN	Cinclidotus danubicus
CINLFON	Cinclidotus fontinaloides
CINLMUC	Cinclidotus mucronatus
CINLPAC	Cinclidotus pachylomoides
CINLRIP	Cinclidotus riparius
CINL-SP	Cinclidotus species
CIRCALP	Circaea alpina
CIRCLUT	Circaea lutetiana
CIRC-SP	Circaea species
CIRC*IN	Circaea x intermedia
CIRRCIR	Cirriphyllum cirrosum
CIRRPIL	Cirriphyllum piliferum
CIRR-SP	Cirriphyllum species
CIRRTOM	Cirriphyllum tommasinii
CIRSACA	Cirsium acaulon
CIRS*OL	Cirsium acaulon x C. canum x C. oleraceum
CIRSARV	Cirsium arvense
CIRSBRA	Cirsium brachycephalum
CIRSCAN	Cirsium canum
CIRS*PA	Cirsium canum x oleraceum x palustre
CIRS*RI	Cirsium canum x oleraceum x rivulare
CIRSECH	Cirsium echinus
CIRSERI	Cirsium eriophorum
CIRSHET	Cirsium heterophyllum
CIRSOLE	Cirsium oleraceum
CIRSPAL	Cirsium palustre
CIRSPAN	Cirsium pannonicum
CIRSRIV	Cirsium rivulare
CIRS-SP	Cirsium species
CIRSTUB	Cirsium tuberosum
CIRSVUL	Cirsium vulgare
CIRS*OE	Cirsium x affine (C. heterophyllum x oleraceum)
CIRS*HE	Cirsium x alpestre (C. acaulon x heterophyllum)
CIRS*RV	Cirsium x ambiguum (C. heterophyllum x rivulare)
CIRS*TU	Cirsium x aschersonii (C. canum x tuberosum)
CIRS*PN	Cirsium x austropannonicum (C. canum x pannonicum)
CIRS*VU	Cirsium x bipontinum (C. oleraceum x vulgare)
CIRS*VL	Cirsium x breunium (C. heterophyllum x vulgare)
CIRS*PL	Cirsium x celakovskyanum (C. arvense x palustre)
CIRS*RU	Cirsium x erucagineum (C. oleraceum x rivulare)
CIRS*PO	Cirsium x freyerianum (C. acaulon x pannonicum)
CIRS*VG	Cirsium x gerhardtii (C. eriophorum x vulgare)
CIRS*PU	Cirsium x hybridum (C. oleracum x palustre)
CIRS*PS	Cirsium x kirschlegeri (C. acaulon x palustre)
CIRS*RL	Cirsium x kornhuberi (C. pannonicum x rivulare)
CIRS*RA	Cirsium x moravicum (C. arvense x rivulare)
CIRS*PI	Cirsium x muellneri (C. oleracum x pannonicum)
CIRS*CA	Cirsium x polivkae (C. arvense x canum)
CIRS*OR	Cirsium x rigens (C. acaulon x oleraceum)
CIRS*VA	Cirsium x sabaudum (C. acaulon x vulgare)
CIRS*OA	Cirsium x sessile (C. arvense x oleraceum)
CIRS*AR	Cirsium x sextenum (C. acaulon x arvense)
