Number	ShortName	FullName
11919	VERRKAL	Verrucaria kalenskyi
11920	VERRKOE	Verrucaria koerberi
11921	VERRKRE	Verrucaria krempelhuberi
11922	VERRKUE	Verrucaria kuemmerleana
11923	VERRKUT	Verrucaria kutakii
11924	VERRLAC	Verrucaria lacerata
11925	VERRLAE	Verrucaria laevata
11926	VERRLAT	Verrucaria latebrosa
11927	VERRLEC	Verrucaria lecideoides
11928	"VERRL;L"	Verrucaria lecideoides var. lecideoides
11929	"VERRL;M"	Verrucaria lecideoides var. minuta
11930	VERRLET	Verrucaria lettaui
11931	VERRLIM	Verrucaria limborioides
11932	VERRLII	Verrucaria limitatoides
11933	VERRLOJ	Verrucaria lojkae
11934	VERRLOK	Verrucaria lojkana
11935	VERRMAC	Verrucaria macrostoma
11936	VERRMAR	Verrucaria macrostomoides
11937	VERRMAU	Verrucaria maculiformis
11938	VERRMAG	Verrucaria margacea
11939	VERRMAM	Verrucaria marmorea
11940	VERRMAS	Verrucaria mastoidea
11941	VERRMAA	Verrucaria maura
11942	VERRMAO	Verrucaria mauroides
11943	VERRMEM	Verrucaria memnonia
11944	VERRMIL	Verrucaria millardetii
11945	VERRMOR	Verrucaria mortarii
11946	VERRMOU	Verrucaria mougeotii
11947	VERRMUR	Verrucaria muralis
11948	VERRMUI	Verrucaria murina
11949	VERRMUO	Verrucaria murorum
11950	VERRMUT	Verrucaria mutabilis
11951	VERRMYR	Verrucaria myriocarpoides
11952	VERRNIG	Verrucaria nigrescens
11953	VERROBF	Verrucaria obfuscans
11954	VERROLI	Verrucaria olivascens
11955	VERRPAC	Verrucaria pachyderma
11956	VERRPAP	Verrucaria papillosa
11957	VERRPAR	Verrucaria paradolomitica
11958	VERRPAA	Verrucaria paraimpressa
11959	VERRPAM	Verrucaria paramauroides
11960	VERRPET	Verrucaria petrosa
11961	VERRPHA	Verrucaria phaeosperma
11962	VERRPIL	Verrucaria piliscsabensis
11963	VERRPIO	Verrucaria pilosoides
11964	VERRPIN	Verrucaria pinguicula
11965	VERRPOE	Verrucaria poeltii
11966	VERRPRA	Verrucaria praecellens
11967	VERRPRE	Verrucaria praerupta
11968	VERRPRT	Verrucaria praetermissa
11969	VERRPRO	Verrucaria procopii
11970	VERRPRR	Verrucaria protearia
11971	VERRPSE	Verrucaria pseudocoerulea
11972	VERRPSU	Verrucaria pseudolivacea
11973	VERRPUL	Verrucaria pulicaris
11974	VERRPUS	Verrucaria pustulifera
11975	VERRRAD	Verrucaria radians
11976	VERRREC	Verrucaria rechingeri
11977	VERRRHE	Verrucaria rheitrophila
11978	VERRRIV	Verrucaria rivalis
11979	VERRRUD	Verrucaria ruderum
11980	VERRSAB	Verrucaria sabuletorum
11981	VERRSAP	Verrucaria saprophila
11982	VERRSAX	Verrucaria saxivora
11983	VERRSCA	Verrucaria scabra
11984	VERRSCH	Verrucaria schindleri
11985	VERRSEL	Verrucaria selecta
11986	VERRSER	Verrucaria serlosensis
11987	VERRSEP	Verrucaria serpentinicola
11988	VERRSIM	Verrucaria simillima
11989	VERRSLO	Verrucaria slovaca
11990	VERRSPH	Verrucaria sphaerospora
11991	VERRSTE	Verrucaria steineri
11992	VERRSUB	Verrucaria subalbicans
11993	VERRSUD	Verrucaria subdecussata
11994	VERRSUF	Verrucaria subfuscella
11995	VERRSUM	Verrucaria submersella
11996	VERRSUP	Verrucaria subpruinosa
11997	VERRTAP	Verrucaria tapetica
11998	VERRTAT	Verrucaria tatrensis
11999	VERRTER	Verrucaria terrestris
12000	VERRTIM	Verrucaria timkoi
12001	VERRTIR	Verrucaria tiroliensis
12002	VERRTRA	Verrucaria trachyticola
12003	VERRTRV	Verrucaria travertinicola
12004	VERRTRI	Verrucaria tristis
12005	VERRTUR	Verrucaria turgida
12006	VERRUMB	Verrucaria umbrinula
12007	VERRVER	Verrucaria veronensis
12008	VERRVIC	Verrucaria vicinalis
12009	VERRVIN	Verrucaria vindobonensis
12010	VERRVIR	Verrucaria viridula
12011	VERRXYL	Verrucaria xyloxena
12012	VERRZAH	Verrucaria zahlbruckneri
12013	VERR-SP	Verrucaria species
12014	VESIGAL	Vesicularia galerulata
12015	VESIREI	Vesicularia reimersiana
12016	VESI-SP	Vesicularia species
12017	VEZDAES	Vezdaea aestivalis
12018	VEZDCOB	Vezdaea cobria
12019	VEZDRET	Vezdaea retigera
12020	VEZDRHE	Vezdaea rheocarpa
12021	VEZDSTI	Vezdaea stipitata
12022	VEZD-SP	Vezdaea species
12023	VIBULAN	Viburnum lantana
12024	VIBUOPU	Viburnum opulus
12025	VIBU-SP	Viburnum species
12026	VICIANG	Vicia angustifolia
12027	VICIA-A	Vicia angustifolia var. angustifolia
12028	VICIA-S	Vicia angustifolia var. segetalis
12029	VICIART	Vicia articulata
12030	VICIBIT	Vicia bithynica
12031	VICICAS	Vicia cassubica
12032	VICICOR	Vicia sativa var. cordata
12033	VICI#CR	Vicia cracca agg.
12034	VICICRA	Vicia cracca
12035	VICIDAL	Vicia dalmatica
12036	VICIDUM	Vicia dumetorum
12037	VICIERV	Vicia ervilia
12038	VICIFAB	Vicia faba
12039	VICIGLA	Vicia villosa ssp. varia
12040	VICIGRA	Vicia grandiflora
12041	VICIHIR	Vicia hirsuta
12043	VICILAT	Vicia lathyroides
12044	VICILUT	Vicia lutea
12046	VICINAR	Vicia narbonensis
12047	VICIORE	Vicia oreophila
12049	VICIPAN	Vicia pannonica
12050	VICIP-P	Vicia pannonica ssp. pannonica
12051	VICIP-S	Vicia pannonica ssp. striata
12053	VICIPIS	Vicia pisiformis
12054	VICI#SA	Vicia sativa agg.
12055	VICISAT	Vicia sativa
12056	VICISEP	Vicia sepium
12059	VICISYL	Vicia sylvatica
12060	VICITEN	Vicia tenuifolia
12061	VICITET	Vicia tetrasperma
12062	VICI#VI	Vicia villosa
12063	VICIVIL	Vicia villosa ssp. villosa
12065	VICIMEL	Vicia melanops
12066	VICIONO	Vicia onobrychioides
12067	VICI-SP	Vicia species
12069	VINCMAJ	Vinca major
12070	VINCMIN	Vinca minor
12071	VINC-SP	Vinca species
12072	VINEHIR	Vincetoxicum hirundinaria
12073	VINEH-H	Vincetoxicum hirundinaria
12075	VINE-SP	Vincetoxicum species
12076	VIOLALB	Viola alba
12077	VIOLA-A	Viola alba ssp. alba
12080	VIOLAMB	Viola ambigua
12081	VIOLARV	Viola arvensis
12082	VIOLA-R	Viola arvensis
12083	VIOLA-M	Viola arvensis
12084	VIOLBIF	Viola biflora
12088	VIOLCAN	Viola canadensis
12089	VIOLCAI	Viola canina
12090	VIOLC-A	Viola canina ssp. canina
12091	VIOLC-M	Viola canina ssp. ruppii
12093	VIOLCOL	Viola collina
12094	VIOLCOR	Viola cornuta
12095	VIOLELA	Viola elatior
12096	VIOLEPI	Viola epipsila
12097	VIOLHIR	Viola hirta
12098	VIOLKIT	Viola kitaibeliana
12099	VIOLLUT	Viola lutea
12100	VIOLL-S	Viola lutea ssp. sudetica
12101	VIOLMIR	Viola mirabilis
12102	VIOLOBL	Viola cucullata
12103	VIOLODO	Viola odorata
12104	VIOLPAL	Viola palustris
12107	VIOLPUM	Viola pumila
12109	VIOLREI	Viola reichenbachiana
12110	VIOLRIV	Viola riviniana
12111	VIOLRUP	Viola rupestris
12112	VIOLSTA	Viola stagnina
12113	VIOLSUA	Viola suavis
12115	VIOL#TR	Viola tricolor agg.
12116	VIOLTRI	Viola tricolor
12117	VIOLT-S	Viola tricolor ssp. saxatilis
12118	VIOLT-T	Viola tricolor ssp. tricolor
12119	VIOL*WI	Viola x wittrockiana
12121	VIOLT-C	Viola tricolor ssp. curtisii
12122	VIOLT-P	Viola tricolor ssp. polychroma
12123	VIOL-SP	Viola species
12124	VISCALB	Viscum album
12125	VISCA-A	Viscum album ssp. abietis
12126	VISCA-L	Viscum album ssp. album
12127	VISCA-X	Viscum album ssp. austriacum
12128	VISC-SP	Viscum species
12129	VITILAB	Vitis labrusca
12130	VITIRIP	Vitis riparia
12131	VITIVIN	Vitis vinifera
12132	VITIV-S	Vitis vinifera ssp. sylvestris
12133	VITIV-V	Vitis vinifera ssp. vinifera
12135	VITI-SP	Vitis species
12136	VOITHYP	Voitia hyperborea
12137	VOITNIV	Voitia nivalis
12138	VOIT-SP	Voitia species
12139	VOUALIC	Vouauxiella lichenicola
12140	VOUAVER	Vouauxiella verrucosa
12141	VOUA-SP	Vouauxiella species
12142	VOUUSAN	Vouauxiomyces santessonii
12143	VOUUTRU	Vouauxiomyces truncatus
12144	VOUU-SP	Vouauxiomyces species
12145	VULPBRO	Vulpia bromoides
12147	VULPCIL	Vulpia ciliata
12148	VULPLIG	Vulpia ligustica
12149	VULPMYU	Vulpia myuros
12152	VULP-SP	Vulpia species
12153	WALDGEO	Waldsteinia geoides
12154	WALDTER	Waldsteinia ternata
12155	WALDT-T	Waldsteinia ternata ssp. trifolia
12158	WALD-SP	Waldsteinia species
12159	WEIGFLO	Weigela florida
12160	WEIG-SP	Weigela species
12161	WEISBRA	Weissia brachycarpa
12162	WEISCON	Weissia condensa
12163	WEISCOT	Weissia controversa
12164	WEISLEV	Weissia levieri
12165	WEISLON	Weissia longifolia
12166	WEISMIT	Weissia mittenii
12167	WEISMUL	Weissia multicapsularis
12168	WEISROS	Weissia rostellata
12169	WEISRUT	Weissia rutilans
12170	WEISSQU	Weissia squarrosa
12171	WEISSTE	Weissia sterilis
12172	WEISTRI	Weissia triumphans
12173	WEIS-SP	Weissia species
12174	WENTPEL	Wentiomyces peltigericola
12175	WENT-SP	Wentiomyces species
12176	WILLSTI	Willemetia stipitata
12177	WILL-SP	Willemetia species
12178	WISTSIN	Wisteria sinensis
12179	WIST-SP	Wisteria species
12180	WOESFUS	Woessia fusarioides
12181	WOES-SP	Woessia species
12182	WOLFARR	Wolffia arrhiza
12183	WOLF-SP	Wolffia species
12184	WOODALP	Woodsia alpina
12185	WOODILV	Woodsia ilvensis
12188	WOOD-SP	Woodsia species
12191	XANT#AL	Xanthium orientale agg.
12192	XANTALI	Xanthium albinum
12194	XANTORI	Xanthium orientale
12196	XANTRIP	Xanthium ripicola
12199	XANTSPI	Xanthium spinosum
12200	XANTSTR	Xanthium strumarium
12201	XANT-SP	Xanthium species
12202	XANHCAL	Xanthoria calcicola
12203	XANHCAN	Xanthoria candelaria
12204	XANHELE	Xanthoria elegans
12205	XANHFAL	Xanthoria fallax
12206	XANHFUL	Xanthoria fulva
12207	XANHMUS	Xanthoria muscicola
12208	XANHPAP	Xanthoria papillifera
12209	XANHPAR	Xanthoria parietina
12210	XANHPOL	Xanthoria polycarpa
12211	XANHSOR	Xanthoria sorediata
12212	XANHULO	Xanthoria ulophyllodes
12213	XANH-SP	Xanthoria species
12214	XANOPHY	Xanthoriicola physciae
12215	XANO-SP	Xanthoriicola species
12216	XERAANN	Xeranthemum annuum
12218	XERA-SP	Xeranthemum species
12219	XYLOABI	Xylographa abietina
12220	XYLOMIN	Xylographa minutula
12221	XYLOTRU	Xylographa trunciseda
12222	XYLOVIT	Xylographa vitiligo
12223	XYLO-SP	Xylographa species
12227	ZAHL-SP	Zahlbrucknerella species
12228	ZANNPAL	Zannichellia palustris
12229	ZANN-SP	Zannichellia species
12230	ZEA MAY	Zea mays
12231	ZEA -SP	Zea species
12232	ZELKSER	Zelkova serrata
12233	ZELK-SP	Zelkova species
12234	ZINNELE	Zinnia elegans
12235	ZINN-SP	Zinnia species
12236	ZWACBER	Zwackhiomyces berengeriana
12237	ZWACCOE	Zwackhiomyces coepulonus
12238	ZWACIMM	Zwackhiomyces immersae
12239	ZWACINC	Zwackhiomyces inconspicuus
12240	ZWACMAR	Zwackhiomyces martinatianus
12241	ZWACSPH	Zwackhiomyces sphinctrinaeformis
12242	ZWAC-SP	Zwackhiomyces species
12243	ZYGOCON	Zygodon conoideus
12244	ZYGODEN	Zygodon dentatus
12245	ZYGOFOR	Zygodon forsteri
12246	ZYGOGRA	Zygodon gracilis
12247	ZYGOVIR	Zygodon viridissimus
12248	"ZYGOV;V"	Zygodon viridissimus var. viridissimus
12249	"ZYGOV;U"	Zygodon viridissimus var. Vulgaris
12250	ZYGO-SP	Zygodon species
12251	ABIEGRA	Abies grandis
12257	ALCHSPE	Alchemilla speciosa
12260	CENCECH	Cenchrus echinatus
12261	CREPM-H	Crepis mollis ssp. succisifolia
12262	CREPM-M	Crepis mollis ssp. mollis
12263	EUPHS-S	Euphorbia seguieriana ssp. seguieriana
12264	EUPHS-M	Euphorbia seguieriana ssp. minor
12266	ISOLSET	Isolepis setacea
12267	ISOL-SP	Isolepis species
12269	KNAU#AR	Knautia arvensis agg.
12270	MYOSLAI	Myosotis palustris ssp. laxiflora
12273	PINUSTR	Pinus strobus
12274	PSEXMEN	Pseudotsuga menziesii
12275	PSEX-SP	Pseudotsuga species
12276	RANU#AU	Ranunculus auricomus agg.
12277	SALSCOL	Salsola collina
12278	PHED-SP	Sedum species
12280	HYLT-SP	Hylotelephium species
12281	TRIXRIM	x Triticosecale rimpaui
12282	TRIX-SP	x Triticosecale species
12283	CIRS*CO	Cirsium x tataricum (C. canum x oleraceum)
12284	CIRS*OR	Cirsium x erucagineum (C. oleraceum x rivulare)
12285	EPIO*CH	Epilobium adenocaulon x hirsutum
12287	INUL*ES	Inula x stricta (I. ensifolia x salicina)
12288	JUNC*CE	Juncus x brueggeri (J. conglomeratus x effusus)
12289	SILE*DL	Silene dioica x latifolia ssp. alba
12290	VIOL*AH	Viola x hirtiformis (V. ambigua x hirta)
12291	VIOL*CH	Viola x interjecta (V. collina x hirta)
12292	VIOL*HO	Viola x scabra (V. hirta x odorata)
12293	VIOL*OS	Viola x vindobonensis (V. odorata x suavis)
12296	SPHGREC	Sphagnum recurvum agg.
13001	BOLBYAG	Bolboschoenus yagara
13002	BOLBLAT	Bolboschoenus laticarpus
13003	BOLBPLA	Bolboschoenus planiculmis
13004	BOLBGLA	Bolboschoenus glaucus
13005	LINDDUB	Lindernia dubia
13006	FALL*BO	Reynoutria japonica x sachalinensis
13007	LEMAFLU	Lemanea fluviatilis
13008	LEMATOR	Lemanea torulosa
13010	CHABCOT	Chara contraria
13011	NITEMUC	Nitella mucronata
13012	NITEBAT	Nitella batrachosperma
13013	ABIECEP	Abies cephalonica
13014	ABIECON	Abies concolor
13015	ABIEHOM	Abies homolepis
13016	ABIENOR	Abies nordmanniana
13017	ACANBAL	Acanthus hungaricus
13018	ACERGIN	Acer ginnala
13019	ACERJAP	Acer japonicum
13020	ACERPAL	Acer palmatum
13021	ACONF*V	Aconitum firmum ssp. moravicum x variegatum
13022	ACON*CA	Aconitum x cammarum
13023	ACON*EX	Aconitum plicatum x variegatum
13024	ACTIDEL	Actinidia deliciosa
13025	AESCOCT	Aesculus flava
13026	AESCPAV	Aesculus pavia
13027	AESC*CA	Aesculus x carnea
13028	AGRTC*V	Agrostis capillaris x A. vinealis
13029	AGRTG*S	Agrostis gigantea x stolonifera
13030	AGRTS*V	Agrostis stolonifera x vinealis
13033	AGRT*MU	Agrostis x murbeckii (A. capillaris x stolonifera)
13035	ACHIC*P	Achillea collina x pratensis
13036	ACHICHR	Achillea chrysocoma
13037	ACHIM*P	Achillea millefolium ssp. millefolium x pratensis
13038	ACHI*IN	Achillea x incognita (A. millefolium x pannonica)
13039	AJUGGLA	Ajuga chamaepitys ssp. chia
13040	AJUG*AD	Ajuga x adulterina (A. genevensis x pyramidalis)
13041	AJUG*HA	Ajuga pyramidalis x reptans
13042	AJUG*HY	Ajuga x hybrida (A. genevensis x reptans)
13043	ALCERUG	Alcea rugosa
13044	ALCHCOJ	Alchemilla conjuncta
13045	ALCHSEA	Alchemilla sericata
13046	ALLUAFL	Allium hollandicum
13047	ALLUGIG	Allium giganteum
13048	ALLUKAR	Allium karataviense
13049	ALLUNUT	Allium nutans
13050	ALLUORE	Allium oreophilum
13051	ALLUPAA	Allium paradoxum var. normale
13052	ALLUPAD	Allium paradoxum var. paradoxum
13053	ALLUROS	Allium roseum
13054	ALLUSTI	Allium stipitatum
13055	ALLU*PR	Allium x proliferum
13056	ALLUZEB	Allium zebdanense
13057	ALNU*PU	Alnus x pubescens (A. glutinosa x incana)
13058	ALNU*SI	Alnus x silesiaca (A. glutinosa x rugosa)
13059	ALOPPRT	Alopecurus pratensis
13060	ALOPPRE	Alopecurus pratensis
13061	ALOP*BR	Alopecurus geniculatus x pratensis
13062	ALYSARG	Alyssum argenteum
13063	AMARCAD	Amaranthus caudatus ssp. caudatus
13064	AMARCAA	Amaranthus caudatus ssp. saueri
13065	AMARGRE	Amaranthus graecizans ssp. graecizans
13066	AMARGRC	Amaranthus graecizans ssp. sylvestris
13067	AMARGRI	Amaranthus graecizans ssp. thellungianus
13068	AMAR*AL	Amaranthus x alleizettei (A. caudatus x powelii)
13069	AMAR*OZ	Amaranthus x ozanonii (A. powellii x retroflexus)
13070	AMAR*TU	Amaranthus cruentus x retroflexus
13071	AMBRPSI	Ambrosia psilostachya
13072	AMSILYC	Amsinckia lycopsoides
13074	ANAG*DO	Anagallis x doerfleri (A. arvensis x foemina)
13075	ANEO*SE	Anemone x seemenii (A. nemorosa x ranunculoides)
13076	ANGESYV	Angelica sylvestris ssp. bernardiae
13077	ANGESYE	Angelica sylvestris ssp. sylvestris
13078	"ANCH""LY"	Lycopsis species
13079	ANCHSUB	Anchusa species
13080	ANTMCRE	Anthemis cretica
13081	ARAIH*N	Arabis hirsuta x A. nemorensis
13082	ARAIH*S	Arabis hirsuta x A. sagittata
13083	ARCT*AM	Arctium x ambiguum (A. lappa x tomentosum)
13084	ARCT*CI	Arctium x cimbricum (A. lappa x nemorosum)
13085	ARCT*MA	Arctium x maassii (A. minus x nemorosum)
13086	ARCT*MI	Arctium x mixtum (A. minus x tomentosum)
13087	ARCT*NE	Arctium x neumannii (A. nemorosum x tomentosum)
13088	ARCT*NO	Arctium x nothum (A. lappa x minus)
13089	ARGYFRU	Argyranthemum frutescens
13090	ARISDUR	Aristolochia macrophylla
13091	ARONMEL	Aronia melanocarpa
13092	ARON*PR	Aronia x prunifolia
13093	ARRHELT	Arrhenatherum elatius
13094	ARRHELI	Arrhenatherum elatius ssp. elatius
13095	ARTEGNA	Artemisia ludoviciana ssp. ludoviciana
13096	ARTEREP	Artemisia repens
13097	ASPRTIC	Asperula tinctoria ssp. hungarorum
13098	ASPRTIT	Asperula tinctoria ssp. tinctoria
13099	"ASPL""CE"	Asplenium ceterach
13100	"ASPL""PH"	Asplenium scolopendrium
13101	ASPLTRC	Asplenium trichomanes ssp. hastatum
13102	ASPL*BA	Asplenium x alternifolium nssp. heufleri
13103	ASPL*CL	Asplenium ruta-muraria x trichomanes ssp. quadriva
13104	ASPL*PO	Asplenium adulterinum x viride
13105	ASTED*N	Symphyotrichum dumosum x S. novi-belgii
13106	ASTEERI	Symphyotrichum ericoides
13107	ASTEMAC	Eurybia macrophylla
13108	ASTEPAR	Symphyotrichum parviflorum
13109	ASTEPRA	Symphyotrichum praealtum
13110	ASTETRA	Symphyotrichum tradescantii
13111	ASTIARE	Astilbe Arendsii Group
13112	ASTAALO	Astragalus alopecuroides
13113	ATRPHET	Atriplex micrantha
13114	ATRPHOT	Atriplex hortensis var. rubra
13116	ATRPPRS	Atriplex prostrata ssp. latifolia
13117	ATRP*NO	Atriplex x northusiana (A. oblongifolia x patula)
13118	AURISAA	Aurinia saxatilis ssp. saxatilis
13119	AVENSAV	Avena sativa Contracta Group
13120	AVENSAI	Avena sativa Chinensis Group
13121	AVENSAA	Avena sativa Praegravis Group
13122	AVENSAB	Avena sativa Sativa Group
13123	AVEN*VI	Avena x vilis (A. fatua x sativa ssp. sativa)
13125	AVEEFLU	Avenella flexuosa
13126	BARB*AB	Barbarea vulgaris nssp. abortiva
13127	BECKSYZ	Beckmannia syzigachne
13128	BETAVUG	Beta vulgaris Altissima Group
13129	BETAVUA	Beta vulgaris Cicla Group
13130	BETAVUR	Beta vulgaris Rapacea Group
13131	BETAVUI	Beta vulgaris Vulgaris Group
13132	"BETU""PE"	Betula petraea
13133	BETUALL	Betula alleghaniensis
13134	BETULEN	Betula lenta
13135	BETUPAP	Betula papyrifera
13136	BETU*AU	Betula x aurata (B. pendula x pubescens)
13137	BETU*SE	Betula x seideliana (B. carpatica x nana)
13138	BIDE*PO	Bidens x polakii (B. radiata x tripartita)
13139	BRAY*CU	Brachypodium x cugnacii (B. pinnatum x sylvaticum)
13140	BRAZIBE	Brachyscome iberidifolia
13141	BRAZ-SE	Brachyscome species
13142	BRASCHI	Brassica rapa Chinensis Group
13143	BRASNAU	Brassica napus Napobrassica Group
13144	BRASNAS	Brassica napus Napus Group
13145	BRASOLR	Brassica oleracea Botrytis Group
13146	BRASOLA	Brassica oleracea Capitata Group
13147	BRASOLC	Brassica oleracea Gemmifera Group
13148	BRASOLB	Brassica oleracea Gongylodes Group
13149	BRASOLD	Brassica oleracea Italica Group
13150	BRASOLF	Brassica oleracea Medullosa Group
13151	BRASOLG	Brassica oleracea Ramosa Group
13152	BRASOLH	Brassica oleracea Sabauda Group
13153	BRASOLI	Brassica oleracea Sabellica Group
13154	BRASOLJ	Brassica oleracea Viridis Group
13155	BRASPEK	Brassica rapa Pekinensis Group
13156	BRASRAA	Brassica rapa Oleifera Group
13157	BRASRAB	Brassica rapa Rapa Group
13158	BRASRAC	Brassica rapa Perviridis Group
13159	BRASRAD	Brassica rapa Nipposinica Group
13160	BRIZMAX	Briza maxima
13161	BROMERT	Bromus erectus
13162	BROMERU	Bromus erectus
13163	BROMHOE	Bromus hordeaceus
13166	BROMSEL	Bromus secalinus
13167	BROMSEI	Bromus secalinus
13168	BUGLARN	Buglossoides incrassata ssp. splitgerberi
13169	BUPLCRO	Bupleurum croceum
13170	BUPLPAC	Bupleurum pachnospermum
13171	BUPL*SI	Bupleurum falcatum x longifolium ssp. longifolium
13172	CALA*AC	Calamagrostis arundinacea x epigejos
13173	CALMNET	Clinopodium nepeta ssp. glandulosum
13174	CALMNEA	Clinopodium nepeta ssp. nepeta
13175	CALFPAU	Caltha palustris ssp. cornuta
13176	CALFPAS	Caltha palustris ssp. laeta
13177	CALFPAT	Caltha palustris ssp. palustris
13178	CALFPAR	Caltha palustris ssp. procumbens
13179	CALZFLO	Calycanthus floridus
13180	CALZ-SP	Calycanthus species
13181	CAMPGLA	Campanula glomerata ssp. glomerata
13182	CAMPLAC	Campanula lactiflora
13184	CAMP*IS	Campanula rhomboidalis x rotundifolia
13185	CAMP*PI	Campanula bohemica x rotundifolia
13186	CAMSRAD	Campsis radicans
13187	CAMS-SP	Campsis species
13188	CANN*IN	Cannabis sativa nvar. intersita
13189	CARDAMB	Cardamine amara ssp. austriaca
13190	CARDD*P	Cardamine dentata x pratensis
13191	CARD*SM	Cardamine x smejkalii (C. matthioli x pratensis)
13192	CARU*GR	Carduus x grenieri (C. nutans x personata)
13193	CARU*LE	Carduus x leptocephalus (C. acanthoides x crispus)
13194	CARU*OR	Carduus x orthocephalus (C. acanthoides x nutans)
13195	CARU*SE	Carduus x sepincola (C. crispus x personata)
13196	CARU*ST	Carduus x stangii (C. crispus x nutans)
13197	CAREACC	Carex acuta ssp. acuta
13198	CAREACA	Carex acuta ssp. intermedia
13199	CAREB*P	Carex brizoides x pseudobrizoides
13200	CARED*L	Carex demissa x lepidocarpa
13201	CAREDER	Carex derelicta
13202	CAREDII	Carex digitata
13203	CAREOBT	Carex obtusata
13204	CAREPEI	Carex macroura
13205	CARE*AL	Carex x allolepis (C. acuta x cespitosa)
13206	CARE*AS	Carex x alsatica (C. demissa x flava)
13207	CARE*AU	Carex x auroniensis (C. acuta x acutiformis)
13208	CARE*BO	Carex x boenninghausiana (C. paniculata x remota)
13209	CARE*CS	Carex x csomadensis (C. riparia x vesicaria)
13210	CARE*DE	Carex x decolorans (C. bigelowii x nigra)
13211	CARE*EL	Carex x elytroides (C. acuta x nigra)
13212	CARE*FI	Carex x figertii (C. davalliana x dioica)
13213	CARE*FO	Carex x albertii (C. flacca x panicea)
13214	CARE*FR	Carex x strictiformis (C. cespitosa x elata)
13215	CARE*GA	Carex x gaudiniana (C. dioica x echinata)
13216	CARE*GE	Carex x beckmannii (C. diandra x paniculata)
13217	CARE*GI	Carex x ginsiensis (C. montana x pilulifera)
13218	CARE*IN	Carex x interjecta (C. caryophyllea x umbrosa)
13219	CARE*LE	Carex x leutzii (C. hostiana x lepidocarpa)
13220	CARE*LI	Carex x ligniciensis (C. buekii x nigra)
13221	CARE*LM	Carex x limnogena (C. appropinquata x diandra)
13222	CARE*OH	Carex x ohmuelleriana (C. brizoides x remota)
13223	CARE*PA	Carex x involuta (C. rostrata x vesicaria)
13224	CARE*PU	Carex x appeliana (C. hostiana x oederi)
13225	CARE*PE	Carex x bolina (C. cespitosa x nigra)
13226	CARE*PI	Carex x ruedtii (C. flava x lepidocarpa)
13227	CARE*PR	Carex x prolixa (C. acuta x elata)
13228	CARE*PS	Carex x turfosa (C. elata x nigra)
13229	CARE*SC	Carex x schatzii (C. lepidocarpa x oederi)
13230	CARE*SO	Carex x rotae (C. appropinquata x paniculata)
13231	CARE*SU	Carex x suziella (C. praecox x stenophylla)
13232	CARE*TO	Carex x toezensis (C. melanostachya x riparia)
13233	CARE*VI	Carex x villacensis (C. fritschii x pilulifera)
13234	CARE*VR	Carex x vratislaviensis (C. acuta x buekii)
13236	CARE*XA	Carex x xanthocarpa (C. flava x hostiana)
13237	CARLBIS	Carlina biebersteinii ssp. sudetica
13238	CATLBIG	Catalpa bignonioides
